size,color,repeat,Y,x,y
full,0.4852418802655602,0,,,
full,0.19150951094247873,0,10.821,0.2771,0.3001
full,0.15576294172003172,1,6.321,0.276,0.2997
full,0.3559335834735583,0,41.388,0.2829,0.3013
full,0.06147467068473124,1,0.551,0.2673,0.3006
