size,color,refresh_rate,repeat,Y,x,y
16,0.8133431125873235,22.22222222222222,0,266.888,0.2869,0.2993
16,0.08380800850724197,34.44444444444444,1,0.947,0.276,0.295
16,0.5966016958353019,71.11111111111111,0,136.66,0.2294544240039044,2.62393497819865e-16
16,0.05544126201879391,107.77777777777777,1,0.329,0.2622,0.2975
16,0.07558270271592309,120.0,0,0.657,0.271,0.2973
16,0.10304139447451709,120.0,1,1.683,0.2722,0.2939
16,0.10304139447451709,58.888888888888886,0,1.739,0.2732,0.2968
16,0.09292843517846627,95.55555555555554,1,1.342,0.2723,0.2981
16,0.901855372322704,10.0,0,322.364,0.2294544240039044,2.62393497819865e-16
16,0.08380800850724197,10.0,1,0.954,0.2748,0.2959
16,0.07558270271592309,83.33333333333333,1,0.694,0.2705,0.3023
16,0.17271388129436815,34.44444444444444,0,7.247,0.2294544240039044,2.62393497819865e-16
16,0.901855372322704,95.55555555555554,1,323.228,0.2294544240039044,2.62393497819865e-16
16,0.4852418802655602,46.666666666666664,0,85.618,0.2294544240039044,2.62393497819865e-16
16,0.5380484445259031,95.55555555555554,1,108.43,0.2854,0.2995
16,0.5966016958353019,22.22222222222222,0,136.866,0.2294544240039044,2.62393497819865e-16
16,0.5380484445259031,71.11111111111111,1,108.306,0.2294544240039044,2.62393497819865e-16
16,0.3559335834735583,10.0,0,41.991,0.2839,0.3008
16,0.07558270271592309,34.44444444444444,1,0.72,0.2701,0.3024
16,0.3559335834735583,58.888888888888886,1,41.829,0.2294544240039044,2.62393497819865e-16
16,0.05544126201879391,71.11111111111111,1,0.371,0.2294544240039044,2.62393497819865e-16
16,0.3210006144457002,34.44444444444444,0,32.909,0.283,0.3007
