Color,Luminance
0.0,
1.0,395.941
0.5,87.064
0.25,18.744
0.125,4.24
0.0625,0.788
0.09375,1.89
0.109375,3.061
0.1015625,2.351
0.09765625,2.472
0.095703125,1.889
0.0966796875,2.313
0.09619140625,2.249
0.095947265625,1.771
0.0960693359375,1.853
0.09613037109375,1.889
0.096160888671875,1.891
0.0961761474609375,1.901
