Color,Luminance
0.0,0.116
1.0,395.307
0.5,86.486
0.25,19.17
0.125,4.202
0.1875,10.072
0.15625,6.498
0.140625,5.11
0.1484375,5.768
0.15234375,6.213
0.150390625,5.594
0.1513671875,6.153
