Color,Luminance
0.0,
1.0,394.984
0.5,86.565
0.25,19.065
0.125,4.096
0.0625,0.802
0.09375,1.916
0.109375,3.178
0.1015625,2.683
0.10546875,2.768
0.107421875,2.615
0.1083984375,2.852
0.10888671875,2.979
