Color,Luminance
0.0,
1.0,395.428
0.5,86.466
0.25,18.957
0.125,3.88
0.0625,0.633
0.09375,1.872
0.109375,2.961
0.1015625,2.365
0.09765625,2.282
0.095703125,1.793
0.0966796875,2.234
0.09619140625,2.019
