Color,Luminance
0.0,
1.0,394.832
0.5,86.021
0.25,19.338
0.125,3.892
0.1875,10.15
0.15625,6.485
0.171875,8.067
0.1796875,9.266
0.17578125,8.678
0.177734375,8.837
