Color,Luminance
0.0,0.111
1.0,368.779
0.5,87.192
0.25,19.358
0.125,3.966
0.1875,10.072
0.15625,6.498
0.140625,5.451
0.1328125,4.729
0.13671875,4.775
0.138671875,4.884
