size,color,repeat,Y,x,y
full,0.17271388129436815,0,8.116,0.2796,0.2928
0.5,0.21235057950506092,0,13.576,0.2806,0.2921
0.5,0.5966016958353019,1,135.891,0.2832,0.2912
0.5,0.06816466649902507,0,0.811,0.2784,0.2983
full,0.15576294172003172,1,6.402,0.2799,0.2937
full,0.08380800850724197,0,1.224,0.279,0.289
0.5,0.05544126201879391,1,0.568,0.2715,0.2943
0.5,0.11425489899687216,0,3.032,0.279,0.2908
0.5,0.4852418802655602,1,85.751,0.007123838074614803,8.146492700740882e-18
16,1.0,0,386.983,0.2294544240039044,2.62393497819865e-16
full,0.049999999999999996,0,0.499,0.2755,0.3028
0.5,0.3559335834735583,0,43.17,0.007123838074614803,8.146492700740882e-18
0.5,0.14047564579899893,1,5.272,0.007123838074614803,8.146492700740882e-18
0.5,0.3946681412529161,0,54.381,0.007123838074614803,8.146492700740882e-18
16,0.4376179965934659,0,68.853,0.2829,0.292
0.5,0.901855372322704,1,326.96,0.284,0.2903
0.5,0.10304139447451709,0,2.294,0.2784,0.2926
0.5,0.23545968236365628,0,17.143,0.007123838074614803,8.146492700740882e-18
0.5,0.17271388129436815,1,8.305,0.2799,0.2926
16,0.5380484445259031,1,107.475,0.2831,0.2912
full,0.23545968236365628,1,16.508,0.2818,0.293
16,0.19150951094247873,0,10.876,0.2801,0.293
0.5,0.8133431125873235,1,266.577,0.284,0.2911
16,0.14047564579899893,1,5.22,0.2294544240039044,2.62393497819865e-16
full,0.12668871584432848,0,3.816,0.2785,0.292
16,1.0,1,386.932,0.2294544240039044,2.62393497819865e-16
0.5,0.901855372322704,0,328.002,0.007123838074614803,8.146492700740882e-18
16,0.5966016958353019,1,135.554,0.2834,0.2913
0.5,0.06816466649902507,1,0.82,0.007123838074614803,8.146492700740882e-18
0.5,0.3210006144457002,0,34.462,0.007123838074614803,8.146492700740882e-18
0.5,0.4376179965934659,1,69.03,0.2828,0.292
0.5,0.09292843517846627,0,1.851,0.007123838074614803,8.146492700740882e-18
16,0.6615270187932356,1,171.817,0.2294544240039044,2.62393497819865e-16
0.5,0.07558270271592309,0,1.016,0.2773,0.2962
16,0.10304139447451709,0,2.264,0.2294544240039044,2.62393497819865e-16
full,0.5966016958353019,0,76.743,0.2829,0.2919
full,0.19150951094247873,1,10.643,0.2797,0.293
full,0.049999999999999996,1,0.484,0.2753,0.3001
16,0.06147467068473124,1,0.691,0.2294544240039044,2.62393497819865e-16
0.5,0.17271388129436815,0,8.307,0.007123838074614803,8.146492700740882e-18
full,0.17271388129436815,1,8.064,0.2797,0.2928
full,0.19150951094247873,0,10.621,0.28,0.2929
full,0.2894961286567438,0,25.563,0.2825,0.2937
full,0.06147467068473124,1,0.67,0.2752,0.295
0.5,1.0,1,406.528,0.2839,0.2899
0.5,0.15576294172003172,0,6.552,0.007123838074614803,8.146492700740882e-18
0.5,0.3559335834735583,1,42.907,0.2828,0.2927
16,0.05544126201879391,1,0.558,0.2294544240039044,2.62393497819865e-16
16,0.11425489899687216,0,2.973,0.2779,0.2909
16,0.8133431125873235,0,261.715,0.284,0.2912
0.5,0.2894961286567438,1,27.092,0.2824,0.2932
16,0.06816466649902507,0,0.785,0.2798,0.2996
full,0.2610836388957092,0,20.616,0.2818,0.2926
0.5,0.19150951094247873,0,10.873,0.007123838074614803,8.146492700740882e-18
0.5,0.10304139447451709,1,2.274,0.2782,0.293
16,0.23545968236365628,1,16.975,0.2813,0.2932
full,0.14047564579899893,0,5.055,0.2796,0.2949
16,0.6615270187932356,0,171.328,0.2294544240039044,2.62393497819865e-16
16,0.21235057950506092,0,13.378,0.2806,0.2921
16,0.2610836388957092,0,21.605,0.2294544240039044,2.62393497819865e-16
full,0.3559335834735583,0,38.719,0.2827,0.2928
0.5,0.2610836388957092,0,21.68,0.2826,0.2941
16,0.2610836388957092,1,21.579,0.2826,0.2941
full,0.901855372322704,0,181.086,0.2839,0.2916
16,0.3946681412529161,0,54.069,0.2294544240039044,2.62393497819865e-16
16,0.2894961286567438,0,26.951,0.2823,0.2932
16,0.08380800850724197,1,1.262,0.2294544240039044,2.62393497819865e-16
0.5,0.7335178556285477,1,214.313,0.007123838074614803,8.146492700740882e-18
0.5,0.07558270271592309,1,1.01,0.007123838074614803,8.146492700740882e-18
0.5,0.049999999999999996,0,0.508,0.2761,0.2985
0.5,0.6615270187932356,1,171.709,0.2841,0.2911
16,0.14047564579899893,0,5.168,0.2294544240039044,2.62393497819865e-16
0.5,0.06147467068473124,1,0.702,0.007123838074614803,8.146492700740882e-18
16,0.23545968236365628,0,16.907,0.2814,0.2932
16,0.3210006144457002,0,34.034,0.2294544240039044,2.62393497819865e-16
0.5,0.8133431125873235,0,265.471,0.007123838074614803,8.146492700740882e-18
16,0.049999999999999996,0,0.495,0.2743,0.3004
full,0.4852418802655602,1,60.397,0.2832,0.2927
16,0.2894961286567438,1,26.76,0.2294544240039044,2.62393497819865e-16
16,0.15576294172003172,1,6.44,0.2294544240039044,2.62393497819865e-16
