Size_Degree,VRR_Frequency,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low
0.5,0.5,0.963859413762645,1.0751381689704007,0.6560283965646607,0.0355851791869199,0.0552821954192926,0.03135416892964624
1.0,0.5,1.1185071806134823,1.276448076359494,0.9270257624902709,0.030146559372502584,0.03711637906632673,0.02602173073830288
16.0,0.5,1.5856033010849397,1.737972787188269,1.4579055956250266,0.019855452294064192,0.021904105887707918,0.017831189190268937
-1.0,0.5,3.143138229674901,3.3562730052103373,2.8636380624216984,0.00736869297414387,0.008314927299249384,0.006767029330025394
0.5,1.0,1.3415181990623,1.69612824835296,,0.024224485468811115,,0.01839700070509979
1.0,1.0,1.9720077328989853,2.092988340104703,1.8351776259615067,0.015969554899162314,0.01731770653586867,0.014931887914442188
16.0,1.0,3.0660613264698093,3.2645879966915565,2.815899512389435,0.00913150035397286,0.010098756401546147,0.008477811087386506
-1.0,1.0,3.687197758399973,4.700222191686069,,0.005988818149458805,,0.0043672706625263085
0.5,2.0,1.3248556845110384,1.477645925595933,1.1907395257054085,0.024581131821032366,0.027842319801648467,0.021631988114479677
1.0,2.0,3.6637205485147377,3.8526488378325117,3.4458818782428353,0.007916235602519313,0.008487498590453306,0.00747625339617258
16.0,2.0,3.357963719697348,3.5570934882133916,3.0553065253460905,0.00819930399242219,0.009169553631449561,0.007658266593553856
-1.0,2.0,5.0795885627710105,5.372199220249383,4.77119516733801,0.003947455738906431,0.0042828876862776935,0.003669740354020709
0.5,4.0,1.9762535409638724,2.2253239966302067,1.608817125099902,0.01536447761383485,0.01957651940850894,0.013354089782565916
1.0,4.0,2.162174218516368,2.4742163809344726,1.7845801524651947,0.014393446972061422,0.01787151741050534,0.012358350544773156
16.0,4.0,4.534737055408373,4.76400369117738,,0.005741291669083815,,0.005414619889923453
-1.0,4.0,4.838136045800543,5.03650871506458,4.4319386818822855,0.0042058980081614,0.004714460917167293,0.003991484380979953
0.5,8.0,2.5832909453562496,2.725515906909837,2.313283058539694,0.01119227663413219,0.012755525743760033,0.010503226183795752
1.0,8.0,2.346110112603173,2.588973639533819,2.089054532619059,0.013124592787193745,0.014963635352551526,0.011739940728629477
16.0,8.0,6.016944015515542,6.277014105531041,5.6697544499114825,0.004102253842401019,0.004402722745359857,0.0039008608316807927
-1.0,8.0,5.465305844915693,5.729054979226805,5.0133939456615755,0.003588506435462989,0.0040154667978176605,0.003374771293542878
