Size_Degree,VRR_Frequency,FRR,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low
0.5,0.5,0.5,0.669441856159897,0.761226292776366,0.473839594256053,0.0370054920614126,0.0571636583569491,0.0310501464814605
1,0.5,0.5,0.626700691309436,0.713001484163746,0.473839594256053,0.0403725508626659,0.0571636583569491,0.0339864743965403
16,0.5,0.5,1.84551977338518,2.06437992739741,1.63661884139314,0.0075376348650388,0.00927934714523218,0.00621267421727945
-1,0.5,0.5,1.28253335121638,1.388973632837,1.16187547025444,0.0140151884039212,0.016458953625603,0.0122736287653847
0.5,2,2,1.24535663676772,1.37343544497146,1.01231088555779,0.0138329252800197,0.0192884754303741,0.0117707944131691
1,2,2,1.20119307493693,1.52512578636798,1.20119307493693,0.0146735369476742,0.0146735369476742,0.0098936779921011
16,2,2,1.79293075147601,2.05853470341773,1.57534876821701,0.00759815622029301,0.00937773435422693,0.00614659853172222
-1,2,2,2.64999947818652,2.80642628819942,2.36653351765303,0.00447359588600682,0.00508471809511989,0.0042366850656259
0.5,4,4,0.906263897233473,1.03177946754701,0.686093035610602,0.0208921601686923,0.0320780527115327,0.0168373807633012
1,4,4,1.72737846652916,1.88362805481106,1.51821313911749,0.00670555314836293,0.00845554941551994,0.00577899914035651
16,4,4,1.54155043668257,1.79903237004333,1.54155043668257,0.00822423667646531,0.00822423667646531,0.00624725313849338
-1,4,4,3.43238289539112,3.67925825223862,3.15867125007372,0.00339820358148859,0.00341638399432001,0.00339820358148859
0.5,8,8,1.37171746461504,1.48938634352841,1.26712010784385,0.00783507185776856,0.00949085416244873,0.00634097618586913
1,8,8,1.83767349161819,2.02075945600137,1.64471247013819,0.00346427355970328,0.00482338242169859,0.00255901441563738
16,8,8,3.60389577731087,3.75940392187857,3.44747785785265,0.000898385184798432,0.000898385184798432,0.000898385184798432
-1,8,8,3.89637655047303,4.35110116831582,3.53176007164774,0.00101827907559618,0.00101827907559618,0.00101827907559618
0.5,10,10,0.624250136672595,0.792712540846433,0.624250136672595,0.0385139896022519,0.0385139896022519,0.0264842382976683
1,10,10,1.27791745442971,1.72140175314461,1.03558382836388,0.0103852206826322,0.016289149812581,0.00471593524924158
16,10,10,3.38176214204533,3.61378868051928,3.15195258942593,0.000276655703757709,0.000356988248973188,0.000253940259853511
-1,10,10,3.15284360785739,3.55969333094946,2.90269708933481,0.000356538380308583,0.000536242328794737,0.000254980679675981
0.5,12,11.9,0.473839594256053,0.499776485793715,0.473839594256053,0.063013886775297,0.063013886775297,0.0590313973818086
1,12,11.9,0.827948227263882,1.4932454766357,0.827948227263882,0.0293607701224771,0.0293607701224771,0.0100124791583183
16,12,11.9,3.33611114175817,3.52394600858489,3.13064217008468,0.00122666586662233,0.00144740553744973,0.00107821451460757
-1,12,11.9,5.10349204293125,5.10349204293125,4.90519121498965,0.000763310967873475,0.000763310967873475,0.000763310967873475
1,14,13.3,0.473839594256053,0.473839594256053,0.473839594256053,0.0704608163413424,0.0704608163413424,0.0704608163413424
16,14,13.3,3.66739511108721,3.85009089361107,3.35123103547289,0.00280931370439854,0.00322591116351908,0.00262296338556782
-1,14,13.3,4.86681631447171,5.09406321358026,4.66472903166171,0.00199648079311949,0.00208477491492241,0.00190909522135902
0.5,16,14.9,0.474916620414253,0.549527765409292,0.474916620414253,0.0817709979143929,0.0817709979143929,0.0701696051178644
16,16,14.9,3.32045700015174,3.45791458312369,3.17301358593662,0.00738772735766173,0.00778616795978309,0.0070567410435662
-1,16,14.9,4.20993133028011,4.46551221658945,4.01118136951173,0.00572789192956916,0.00601766071711275,0.00540033663658396
