Size_Degree,VRR_Frequency,FRR,Luminance,Luminance_high,Luminance_low,Sensitivity,Sensitivity_high,Sensitivity_low
0.5,0.5,0.5,0.669441856159897,0.761226292776366,0.473839594256053,32.5034450010446,39.7372432451175,18.9327392774772
1,0.5,0.5,0.626700691309436,0.713001484163746,0.473839594256053,29.3169504729611,35.871191972958,18.9327392774772
16,0.5,0.5,1.84551977338518,2.06437992739741,1.63661884139314,158.741410580879,189.150640468383,131.552335291338
-1,0.5,0.5,1.28253335121638,1.388973632837,1.16187547025444,89.8487714237545,101.780247100294,76.9849154279878
0.5,2,2,1.24535663676772,1.37343544497146,1.01231088555779,83.1100900601969,96.859712907183,60.1079919114609
1,2,2,1.20119307493693,1.52512578636798,1.20119307493693,78.5470721196387,114.10314887822,78.5470721196387
16,2,2,1.79293075147601,2.05853470341773,1.57534876821701,146.952000775117,182.390645725518,120.033833068768
-1,2,2,2.64999947818652,2.80642628819942,2.36653351765303,270.735695134494,296.14164318733,226.832399621006
0.5,4,4,0.906263897233473,1.03177946754701,0.686093035610602,48.4468380919586,59.3423398269582,31.3495600405878
1,4,4,1.72737846652916,1.88362805481106,1.51821313911749,132.853075685724,152.120267981098,108.569112838145
16,4,4,1.54155043668257,1.79903237004333,1.54155043668257,111.190393763141,141.571933608292,111.190393763141
-1,4,4,3.43238289539112,3.67925825223862,3.15867125007372,388.817973184565,433.432384186295,341.430499878121
0.5,8,8,1.37171746461504,1.48938634352841,1.26712010784385,85.0698194287567,96.755206024668,75.1455440832591
1,8,8,1.83767349161819,2.02075945600137,1.64471247013819,134.400070557852,155.921314437093,112.993182478032
16,8,8,3.60389577731087,3.75940392187857,3.44747785785265,385.347940831373,411.666924254208,359.513408275206
-1,8,8,3.89637655047303,4.35110116831582,3.53176007164774,435.363843348487,517.397240708032,373.353465213641
0.5,10,10,0.624250136672595,0.792712540846433,0.624250136672595,23.7987943754643,34.5798455542689,23.7987943754643
1,10,10,1.27791745442971,1.72140175314461,1.03558382836388,72.9727094367197,116.278643719403,52.5226782177441
16,10,10,3.38176214204533,3.61378868051928,3.15195258942593,334.300716081923,370.859230006145,299.459799886163
-1,10,10,3.15284360785739,3.55969333094946,2.90269708933481,299.592202187451,362.213917324059,263.259805230273
0.5,12,11.9,0.473839594256053,0.499776485793715,0.473839594256053,14.8501253737527,16.1408459313463,14.8501253737527
1,12,11.9,0.827948227263882,1.4932454766357,0.827948227263882,35.5452042866179,89.4016508323555,35.5452042866179
16,12,11.9,3.33611114175817,3.52394600858489,3.13064217008468,314.286423855313,342.396544023019,284.54455095441
-1,12,11.9,5.10349204293125,5.10349204293125,4.90519121498965,611.0375976785,611.0375976785,574.315413209196
1,14,13.3,0.473839594256053,0.473839594256053,0.473839594256053,14.4137181867241,14.4137181867241,14.4137181867241
16,14,13.3,3.66739511108721,3.85009089361107,3.35123103547289,353.73305938485,381.676302773569,307.21530766862
-1,14,13.3,4.86681631447171,5.09406321358026,4.66472903166171,550.632520913815,591.368019253996,515.295901101367
0.5,16,14.9,0.474916620414253,0.549527765409292,0.474916620414253,13.9802007873445,17.5639731724292,13.9802007873445
16,16,14.9,3.32045700015174,3.45791458312369,3.17301358593662,292.666020026816,311.833663244961,272.597875554097
-1,16,14.9,4.20993133028011,4.46551221658945,4.01118136951173,424.20622176949,465.16564283627,393.305851658706
