Size_Degree,VRR_Frequency,FRR,Luminance,Luminance_high,Luminance_low,Sensitivity,Sensitivity_high,Sensitivity_low,Radius,Area,Observer_name,Age,Gender
1.0,8.0,8.0,2.27164219591085,2.53484491673974,1.99303459925038,187.237294315003,222.255761011973,152.588671058511,0.5,0.7853981633974483,Ali_2,29,M
16.0,8.0,8.0,6.23108419103503,6.49468844219745,5.87677884683567,907.278222691483,968.016628003258,827.90190649545,8.0,201.06192982974676,Ali_2,29,M
-1.0,8.0,8.0,5.33629121979482,5.59886886397528,4.88421612389829,711.95210831424,767.494769121943,619.906667081901,27.462046803573333,2369.276128,Ali_2,29,M
0.5,10.0,10.0,1.19610420183725,1.38565297677326,1.06583413667947,65.7995679086856,82.8199548638064,54.9417804745344,0.25,0.19634954084936207,Chuyao_2,23,F
1.0,10.0,10.0,3.56246698104624,3.78213058157272,3.31817191468751,362.655401348274,398.2297861125,324.521931185982,0.5,0.7853981633974483,Chuyao_2,23,F
16.0,10.0,10.0,3.49463829635806,4.39324744912584,3.27372116621861,351.91482080079,503.344815171964,317.748747087667,8.0,201.06192982974676,Chuyao_2,23,F
-1.0,10.0,10.0,4.68512766308688,4.86393986121503,4.50588562787336,556.615100327786,590.194225843931,523.672959022298,27.462046803573333,2369.276128,Chuyao_2,23,F
0.5,12.0,11.9,0.782972636155783,0.874549859806835,0.473839594256053,32.5720853920503,38.7233823583848,14.8501253737527,0.25,0.19634954084936207,Chuyao_2,23,F
1.0,12.0,11.9,2.17134760411055,2.32777634066323,1.99085497213192,160.559691672104,179.013426571456,140.182141010591,0.5,0.7853981633974483,Chuyao_2,23,F
16.0,12.0,11.9,3.49798223960016,3.66337411194642,3.31342444916054,338.459419853846,363.818387438288,310.950337235205,8.0,201.06192982974676,Chuyao_2,23,F
-1.0,12.0,11.9,3.57219962392798,3.80868733334495,3.31909277560116,349.757184421773,386.638981353983,311.782663450646,27.462046803573333,2369.276128,Chuyao_2,23,F
0.5,14.0,13.3,0.473839594256053,0.974526770729586,0.473839594256053,14.4137181867241,44.5182373888887,14.4137181867241,0.25,0.19634954084936207,Chuyao_2,23,F
1.0,14.0,13.3,1.3114946428642,1.50272071361076,1.09480657136112,70.8339420729317,87.6370283443731,53.4052921861712,0.5,0.7853981633974483,Chuyao_2,23,F
16.0,14.0,13.3,5.20064904216726,5.70668483446449,3.20569654703165,610.833059635195,706.301011478303,286.607367495644,8.0,201.06192982974676,Chuyao_2,23,F
-1.0,14.0,13.3,3.7256232904827,3.99194516854912,3.49690450037639,362.555769229029,403.896448225737,328.354683461076,27.462046803573333,2369.276128,Chuyao_2,23,F
0.5,16.0,14.9,0.473839594256053,0.644334306027347,0.473839594256053,13.930648947415,22.5280525598513,13.930648947415,0.25,0.19634954084936207,Chuyao_2,23,F
1.0,16.0,14.9,0.707575761794769,0.861240179643837,0.590333807694605,26.0804697145905,35.4648664526527,19.6459623105318,0.5,0.7853981633974483,Chuyao_2,23,F
16.0,16.0,14.9,4.70871731757434,6.10155934796274,4.43424268428401,505.390261236055,757.928060241304,460.08154490244,8.0,201.06192982974676,Chuyao_2,23,F
-1.0,16.0,14.9,6.8805084942713,7.27854873696274,6.49589963954275,914.603826521785,998.689940890519,835.919188670413,27.462046803573333,2369.276128,Chuyao_2,23,F
0.5,0.5,0.5,0.677010428618531,0.775210008978745,0.594832270350581,33.0799802508006,40.8847616936037,27.0191360067564,0.25,0.19634954084936207,Claire_2,26,F
1.0,0.5,0.5,1.21556976940744,1.52854816326233,0.96371322514302,82.620969869252,118.222309113645,57.4641104220222,0.5,0.7853981633974483,Claire_2,26,F
16.0,0.5,0.5,2.3753015065169,2.61210425387211,2.17683360673548,235.557136091668,273.301569353095,205.510365269268,8.0,201.06192982974676,Claire_2,26,F
-1.0,0.5,0.5,1.00574600564233,1.17386830783259,0.657822691427338,61.4317092729434,78.2312758058761,31.6254929445494,27.462046803573333,2369.276128,Claire_2,26,F
0.5,2.0,2.0,1.2526006995623,1.39171966838957,1.08763437676862,83.8673913808628,98.8839009260003,67.2478131880947,0.25,0.19634954084936207,Claire_2,26,F
1.0,2.0,2.0,2.71902412716584,2.89270822246552,2.54408338376326,281.844960887905,310.50358479261,254.004544764527,0.5,0.7853981633974483,Claire_2,26,F
16.0,2.0,2.0,2.99417374857598,3.27432915956531,2.75470698805743,327.704383188738,376.906275492426,287.650910612326,8.0,201.06192982974676,Claire_2,26,F
-1.0,2.0,2.0,2.63426569703221,2.95510274521664,2.36953421458923,268.226006002711,321.041360630251,227.282371271633,27.462046803573333,2369.276128,Claire_2,26,F
0.5,4.0,4.0,1.87689830009311,1.99542899065903,1.74944267107769,151.271148905778,166.475174169628,135.516535891573,0.25,0.19634954084936207,Claire_2,26,F
1.0,4.0,4.0,2.36021938846473,2.65314529425115,2.15502199523596,216.463482279813,259.923457467322,187.762404484474,0.5,0.7853981633974483,Claire_2,26,F
16.0,4.0,4.0,3.10331754824751,3.48194044752541,2.80451415019422,332.119353522963,397.63326283688,283.485405904164,8.0,201.06192982974676,Claire_2,26,F
-1.0,4.0,4.0,3.08176718184681,3.38493334128821,2.79446563226502,328.519490728525,380.444636422652,281.898499698726,27.462046803573333,2369.276128,Claire_2,26,F
0.5,8.0,8.0,1.99508315588947,2.23728611063715,1.78189695065889,152.834027031872,182.827570175381,128.075243053384,0.25,0.19634954084936207,Claire_2,26,F
1.0,8.0,8.0,3.08776395895577,3.57228513683457,2.75222117179045,302.600620699758,380.075002289141,252.775528497595,0.5,0.7853981633974483,Claire_2,26,F
16.0,8.0,8.0,3.52541777141411,3.69921860256622,3.21011644594992,372.30544139217,401.406543436796,321.561216794015,8.0,201.06192982974676,Claire_2,26,F
-1.0,8.0,8.0,2.95020824209126,3.09583628916027,2.76755675374921,281.784794327448,303.838732636327,254.981747262641,27.462046803573333,2369.276128,Claire_2,26,F
0.5,0.5,0.5,0.473839594256053,0.624129514334872,0.473839594256053,18.9327392774772,29.1290607693183,18.9327392774772,0.25,0.19634954084936207,Dounia_2,23,F
1.0,0.5,0.5,0.90060157687557,1.03579274857085,0.748588017030744,51.6884739755437,64.326015545468,38.7103048859928,0.5,0.7853981633974483,Dounia_2,23,F
16.0,0.5,0.5,2.00289556285066,2.13238375740753,1.3381711698411,180.414499231403,198.985388538104,96.018646157486,8.0,201.06192982974676,Dounia_2,23,F
-1.0,0.5,0.5,2.53654348442583,3.11829771384274,2.53654348442583,261.038719457356,360.537250723411,261.038719457356,27.462046803573333,2369.276128,Dounia_2,23,F
0.5,2.0,2.0,1.22527024818807,1.32101044426947,1.09346145035797,81.0232315758211,91.1401523485397,67.8121211459857,0.25,0.19634954084936207,Dounia_2,23,F
1.0,2.0,2.0,1.0051394661011,1.75115114220389,1.0051394661011,59.4433777982417,141.6319101348,59.4433777982417,0.5,0.7853981633974483,Dounia_2,23,F
16.0,2.0,2.0,2.55505457331369,2.72900718510669,2.27812385889296,255.719712775036,283.464999291765,213.719971513358,8.0,201.06192982974676,Dounia_2,23,F
-1.0,2.0,2.0,2.29114209851348,2.42978208140264,2.16470552880251,215.633055482626,236.38466653568,197.314786036241,27.462046803573333,2369.276128,Dounia_2,23,F
0.5,4.0,4.0,1.72626938297106,1.83747940588007,1.54047879994629,132.719697403533,146.332049433191,111.069532436244,0.25,0.19634954084936207,Dounia_2,23,F
1.0,4.0,4.0,2.86886049527068,3.13986240212669,2.64942722875304,293.723134754495,338.256221295401,259.354021123646,0.5,0.7853981633974483,Dounia_2,23,F
16.0,4.0,4.0,3.36932877703445,3.56541907508358,3.36932877703445,377.70531428283,412.642820837871,377.70531428283,8.0,201.06192982974676,Dounia_2,23,F
-1.0,4.0,4.0,2.44697808661594,3.28764240542628,2.1818626313935,229.035797931785,363.482515320317,191.432563345992,27.462046803573333,2369.276128,Dounia_2,23,F
0.5,8.0,8.0,1.41360824948872,1.64378311664993,0.979228116754098,89.1676316486869,112.893345974481,50.216589691674,0.25,0.19634954084936207,Dounia_2,23,F
1.0,8.0,8.0,2.63061425965135,2.85222402453895,2.44804404947115,235.527282340702,267.286058617975,210.468683214912,0.5,0.7853981633974483,Dounia_2,23,F
16.0,8.0,8.0,3.97667256906897,4.40591767746516,3.6003034558894,449.476526350827,527.627552309597,384.747390666708,8.0,201.06192982974676,Dounia_2,23,F
-1.0,8.0,8.0,6.72810189002427,7.42022790681831,6.26561021696362,1022.97350292462,1192.25655571724,915.152600998728,27.462046803573333,2369.276128,Dounia_2,23,F
0.5,0.5,0.5,0.473839594256053,0.637865600487455,0.473839594256053,18.9327392774772,30.1378683554984,18.9327392774772,0.25,0.19634954084936207,haoyu_2,22,M
1.0,0.5,0.5,0.840424066509224,1.0950092460911,0.618566554646563,46.3897997338434,70.1693491323725,28.7240385930749,0.5,0.7853981633974483,haoyu_2,22,M
16.0,0.5,0.5,1.2286089644305,1.40143081529266,0.878557481351263,84.0111980450856,103.211446483634,49.7235302327458,8.0,201.06192982974676,haoyu_2,22,M
-1.0,0.5,0.5,1.7728122415251,1.94309590361271,1.52655163488517,149.070070153453,172.061556615486,117.980901384227,27.462046803573333,2369.276128,haoyu_2,22,M
0.5,2.0,2.0,0.800922800554255,0.941260993114776,0.705375622559621,41.6720518879752,53.6421575158418,34.16354438994,0.25,0.19634954084936207,haoyu_2,22,M
1.0,2.0,2.0,1.21375523392117,1.36472518791023,1.07110609681916,79.8355401963797,95.9007467871577,65.6564502198003,0.5,0.7853981633974483,haoyu_2,22,M
16.0,2.0,2.0,1.88276206672045,2.25595883656144,1.54100770560386,158.628273713321,210.476899638838,115.966873408729,8.0,201.06192982974676,haoyu_2,22,M
-1.0,2.0,2.0,1.99155727943342,2.09469844319168,1.86969992092429,173.195336796769,187.426504955383,156.910508463418,27.462046803573333,2369.276128,haoyu_2,22,M
0.5,4.0,4.0,1.08776949088772,1.18494450236429,0.767150501508615,64.4550112609543,73.6841107008436,37.3317119042513,0.25,0.19634954084936207,haoyu_2,22,M
1.0,4.0,4.0,1.42436940311092,1.52838698044323,1.28402498371083,98.2584276302745,109.709081472356,83.5442159548589,0.5,0.7853981633974483,haoyu_2,22,M
16.0,4.0,4.0,2.50633610682418,2.66747525873543,2.36134019767349,237.783985889449,262.122356581637,216.624264299119,8.0,201.06192982974676,haoyu_2,22,M
-1.0,4.0,4.0,2.58522508367537,2.91151286678841,2.33858130878426,249.592494639777,300.581176998541,213.367911325666,27.462046803573333,2369.276128,haoyu_2,22,M
0.5,8.0,8.0,1.16895846090592,1.27792318072854,1.06838865027055,66.2424940019199,76.149904534684,57.5485644118263,0.25,0.19634954084936207,haoyu_2,22,M
1.0,8.0,8.0,1.8407657859444,2.05202876658033,1.63839911936365,134.753932050914,159.711068902838,112.31559248055,0.5,0.7853981633974483,haoyu_2,22,M
16.0,8.0,8.0,4.75647712106935,5.0468344801056,4.41536824015298,594.738969637374,652.48697006672,529.398585226684,8.0,201.06192982974676,haoyu_2,22,M
-1.0,8.0,8.0,3.72360417611153,3.90266037382305,3.55113483448426,405.552535961521,436.462414471366,376.561591701968,27.462046803573333,2369.276128,haoyu_2,22,M
0.5,0.5,0.5,0.473839594256053,0.473839594256053,0.473839594256053,18.9327392774772,18.9327392774772,18.9327392774772,0.25,0.19634954084936207,Hongyun_Gao_2,31,M
1.0,0.5,0.5,0.825111328721548,0.951031482784132,0.704641338030425,45.0747282423598,56.2858924011525,35.2155843941817,0.5,0.7853981633974483,Hongyun_Gao_2,31,M
16.0,0.5,0.5,1.3414955777187,1.44240958408096,1.22209393231499,96.391963002341,107.970071830871,83.3155251185992,8.0,201.06192982974676,Hongyun_Gao_2,31,M
-1.0,0.5,0.5,1.28143970252388,1.51384177609661,0.959603974450119,89.7289782015223,116.448281915159,57.0813702007384,27.462046803573333,2369.276128,Hongyun_Gao_2,31,M
0.5,2.0,2.0,1.49783088943362,1.60159477036219,1.37326044029446,110.92564605785,123.176048616272,96.8404117051672,0.25,0.19634954084936207,Hongyun_Gao_2,31,M
1.0,2.0,2.0,1.60248274850642,1.70343225979103,1.50053321789368,123.28287023711,135.642557221985,111.238789636987,0.5,0.7853981633974483,Hongyun_Gao_2,31,M
16.0,2.0,2.0,2.62764157566201,2.78479535105863,2.46528197764909,267.171918120979,292.579670118587,241.80812223488,8.0,201.06192982974676,Hongyun_Gao_2,31,M
-1.0,2.0,2.0,2.07198827161349,2.26980059500952,1.9098005309087,184.258298075667,212.500058246229,162.20539727944,27.462046803573333,2369.276128,Hongyun_Gao_2,31,M
0.5,4.0,4.0,1.54086557035737,1.68201314025411,1.22756890108235,111.113147707809,127.437020065561,77.8711753136951,0.25,0.19634954084936207,Hongyun_Gao_2,31,M
1.0,4.0,4.0,2.85307417837652,3.02859381500626,2.6313936175144,291.199363248311,319.697888126435,256.59849873222,0.5,0.7853981633974483,Hongyun_Gao_2,31,M
16.0,4.0,4.0,3.63325198666002,3.82138918933885,3.39408576479194,424.986274106531,459.901780471323,382.054628266937,8.0,201.06192982974676,Hongyun_Gao_2,31,M
-1.0,4.0,4.0,3.25913451405164,3.42875137880262,3.09004923394778,358.565348416704,388.17480520318,329.901285315215,27.462046803573333,2369.276128,Hongyun_Gao_2,31,M
0.5,8.0,8.0,1.10843048890801,1.29529178038562,0.836323908896724,60.9571606075321,77.7747148519403,39.2377273559555,0.25,0.19634954084936207,Hongyun_Gao_2,31,M
1.0,8.0,8.0,1.80106374097155,2.00673608732325,1.59244796381723,130.23627159561,154.232402077287,107.428282859804,0.5,0.7853981633974483,Hongyun_Gao_2,31,M
16.0,8.0,8.0,1.96289649289739,2.22140801864205,1.71325610159041,148.995490812682,180.802393020571,120.443729945649,8.0,201.06192982974676,Hongyun_Gao_2,31,M
-1.0,8.0,8.0,3.27692523627397,4.34350841154877,2.72521900714418,332.0887185067,515.985919066847,248.907756530563,27.462046803573333,2369.276128,Hongyun_Gao_2,31,M
0.5,10.0,10.0,0.526805329172614,0.722736620192703,0.526805329172614,18.2507432799998,29.9263638989851,18.2507432799998,0.25,0.19634954084936207,Hongyun_Gao_2,31,M
1.0,10.0,10.0,0.473839594256053,0.473839594256053,0.473839594256053,15.4636024472969,15.4636024472969,15.4636024472969,0.5,0.7853981633974483,Hongyun_Gao_2,31,M
16.0,10.0,10.0,1.8220325073696,2.42273187233638,1.8220325073696,127.083160558471,198.436830672823,127.083160558471,8.0,201.06192982974676,Hongyun_Gao_2,31,M
-1.0,10.0,10.0,2.11795668010244,2.54796504588817,2.11795668010244,160.807946455871,214.710659843351,160.807946455871,27.462046803573333,2369.276128,Hongyun_Gao_2,31,M
1.0,12.0,11.9,0.473839594256053,1.21451274945767,0.473839594256053,14.8501253737527,64.7166584196611,14.8501253737527,0.5,0.7853981633974483,Hongyun_Gao_2,31,M
16.0,12.0,11.9,2.74573564481876,2.92561963732975,2.53101552780516,231.764125368101,255.944963452849,204.05149243594,8.0,201.06192982974676,Hongyun_Gao_2,31,M
-1.0,12.0,11.9,2.39221553205904,2.54813974196293,2.18594848410776,186.82382380412,206.214698490382,162.251391968352,27.462046803573333,2369.276128,Hongyun_Gao_2,31,M
0.5,14.0,13.3,0.473839594256053,0.475340732645779,0.473839594256053,14.4137181867241,14.485195525842,14.4137181867241,0.25,0.19634954084936207,Hongyun_Gao_2,31,M
16.0,14.0,13.3,1.21043426455003,1.35442382509939,1.01649397914188,62.4852201406091,74.4933777874159,47.5526816440585,8.0,201.06192982974676,Hongyun_Gao_2,31,M
-1.0,14.0,13.3,2.71515466117761,2.91563790172643,2.49347975312715,221.047172848518,247.099121823283,193.480607554918,27.462046803573333,2369.276128,Hongyun_Gao_2,31,M
0.5,16.0,14.9,0.473839594256053,0.555492445296518,0.473839594256053,13.930648947415,17.8630347876637,13.930648947415,0.25,0.19634954084936207,Hongyun_Gao_2,31,M
16.0,16.0,14.9,2.51936748968234,2.75794396716972,2.29951721920178,190.041309392247,218.927681191363,164.752067298144,8.0,201.06192982974676,Hongyun_Gao_2,31,M
-1.0,16.0,14.9,2.25751518603369,2.42513938224535,2.09918268269241,160.070067289836,179.043086058385,142.863320878859,27.462046803573333,2369.276128,Hongyun_Gao_2,31,M
0.5,0.5,0.5,0.796272402999353,1.17052041162472,0.796272402999353,42.635280138507,77.8826184185856,42.635280138507,0.25,0.19634954084936207,Jane_2,23,F
1.0,0.5,0.5,0.755382570418146,1.39807491445743,0.755382570418146,39.2611995845657,102.825179786337,39.2611995845657,0.5,0.7853981633974483,Jane_2,23,F
16.0,0.5,0.5,2.08864393625916,2.21582380816261,1.96096799145268,192.6390750945,211.296140014143,174.542995755931,8.0,201.06192982974676,Jane_2,23,F
-1.0,0.5,0.5,1.1673400996656,1.36181607651035,1.1673400996656,77.5519340356069,98.6851962091242,77.5519340356069,27.462046803573333,2369.276128,Jane_2,23,F
0.5,2.0,2.0,1.49958567037821,1.63155435626633,1.12648372312885,111.128952380687,126.798505952384,71.0420481068769,0.25,0.19634954084936207,Jane_2,23,F
1.0,2.0,2.0,1.87359764487624,2.03393919184472,1.17383458295268,157.422380850524,178.994021651946,75.7672480006505,0.5,0.7853981633974483,Jane_2,23,F
16.0,2.0,2.0,5.02097931172358,5.58371731732082,4.67168385721962,735.530785250541,868.465220618592,657.092674732527,8.0,201.06192982974676,Jane_2,23,F
-1.0,2.0,2.0,3.14067350479145,3.29168630509933,2.99749478181985,353.123868092588,380.035616280598,328.273013010387,27.462046803573333,2369.276128,Jane_2,23,F
0.5,4.0,4.0,1.61937556831817,1.73016290191141,1.47557619059443,120.093454726072,133.188144441146,103.838601470674,0.25,0.19634954084936207,Jane_2,23,F
1.0,4.0,4.0,2.11755644910768,2.26046327191945,1.91450294907931,182.682391698401,202.326789992752,156.037782404828,0.5,0.7853981633974483,Jane_2,23,F
16.0,4.0,4.0,3.09166688046492,3.41921968678321,2.76076571735302,330.17142084541,386.488500534135,276.599958581396,8.0,201.06192982974676,Jane_2,23,F
-1.0,4.0,4.0,3.94217993592706,4.15869697337311,3.60072044550527,482.838376219871,524.949319005361,419.050188668525,27.462046803573333,2369.276128,Jane_2,23,F
0.5,8.0,8.0,1.47144622430348,2.1188950976363,1.30172926474449,94.9387388059295,167.924562914859,78.380069813285,0.25,0.19634954084936207,Jane_2,23,F
1.0,8.0,8.0,4.73622798013035,5.19159862935365,4.39178329361049,590.784019431065,681.993162636044,524.98276868443,0.5,0.7853981633974483,Jane_2,23,F
16.0,8.0,8.0,5.08484690057043,5.57876380742723,4.72580940060615,660.189156380021,763.188951504897,588.752829713674,8.0,201.06192982974676,Jane_2,23,F
-1.0,8.0,8.0,5.32500860447894,5.69240909223878,5.07607910031374,709.59934980262,787.642449665,658.409708471087,27.462046803573333,2369.276128,Jane_2,23,F
0.5,0.5,0.5,0.871110882964364,0.968703995910283,0.773372730499056,49.065986503127,57.9301953774786,40.7333211892862,0.25,0.19634954084936207,Maliha_2,29,F
1.0,0.5,0.5,1.39187845194152,1.65719086160012,1.09572160767555,102.11333580896,134.14757247589,70.2407535661837,0.5,0.7853981633974483,Maliha_2,29,F
16.0,0.5,0.5,1.27233169086035,1.39170343167032,1.14425833832863,88.7335696545514,102.093255541877,75.1671753110836,8.0,201.06192982974676,Maliha_2,29,F
-1.0,0.5,0.5,1.32209897104952,1.46833741101583,1.02488571541456,94.221188149505,111.020678418932,63.2698246203268,27.462046803573333,2369.276128,Maliha_2,29,F
0.5,2.0,2.0,1.26081203085478,1.35655029898064,1.10468115530589,84.7288029011596,95.0038566631655,68.9034445308027,0.25,0.19634954084936207,Maliha_2,29,F
1.0,2.0,2.0,1.67369776150623,1.83147421310705,1.50711342166002,131.957885396751,151.92243670055,112.002628376722,0.5,0.7853981633974483,Maliha_2,29,F
16.0,2.0,2.0,1.54916141441745,2.30595925119266,1.54916141441745,116.927924905696,217.817967300166,116.927924905696,8.0,201.06192982974676,Maliha_2,29,F
-1.0,2.0,2.0,2.25468220704335,2.7114141887179,2.05085311787094,210.290654811305,280.61227978406,181.327352171662,27.462046803573333,2369.276128,Maliha_2,29,F
0.5,4.0,4.0,1.07649810000136,1.64214058786829,1.07649810000136,63.4135573380233,122.744210545548,63.4135573380233,0.25,0.19634954084936207,Maliha_2,29,F
1.0,4.0,4.0,2.08014378814772,2.23837558074394,1.88537310070711,177.659877903723,199.243447732872,152.340726852065,0.5,0.7853981633974483,Maliha_2,29,F
16.0,4.0,4.0,3.91100657866917,4.14705277862303,3.634800292731,476.880468563534,522.652420545099,425.269546176892,8.0,201.06192982974676,Maliha_2,29,F
-1.0,4.0,4.0,2.71737904162196,2.91576447918752,2.54114957815123,269.831945806163,301.26791464046,242.969599907545,27.462046803573333,2369.276128,Maliha_2,29,F
0.5,8.0,8.0,1.71425108258454,1.917710356983,1.54272170598809,120.553141497245,143.666332375614,102.228369575442,0.25,0.19634954084936207,Maliha_2,29,F
1.0,8.0,8.0,3.60883057008979,3.74181558631016,3.45127982971121,386.173470581988,408.658816178675,360.133667006751,0.5,0.7853981633974483,Maliha_2,29,F
16.0,8.0,8.0,3.89793228007303,4.18685949424749,3.55879426676547,435.635731209659,487.180292327171,377.832589436121,8.0,201.06192982974676,Maliha_2,29,F
-1.0,8.0,8.0,3.30912908873221,3.52584269247084,3.09528990013874,337.206842919889,372.375623625576,303.754871473694,27.462046803573333,2369.276128,Maliha_2,29,F
0.5,0.5,0.5,0.757727933321663,0.897422554311398,0.627586341465351,39.4520099231848,51.4034133007483,29.3817704963493,0.25,0.19634954084936207,pupu_2,22,F
1.0,0.5,0.5,1.59400159524538,1.71122178892057,1.39681292898607,126.234448945593,141.050348894223,102.680059473877,0.5,0.7853981633974483,pupu_2,22,F
16.0,0.5,0.5,0.926757835947875,1.79184376084182,0.926757835947875,54.0553703644734,151.58037869163,54.0553703644734,8.0,201.06192982974676,pupu_2,22,F
-1.0,0.5,0.5,1.33762211963694,1.61352324799293,1.33762211963694,95.9570404291556,128.660587268998,95.9570404291556,27.462046803573333,2369.276128,pupu_2,22,F
0.5,2.0,2.0,1.56505992675603,1.67216475377711,1.44647061700268,118.810041256198,131.768909748026,105.034888863808,0.25,0.19634954084936207,pupu_2,22,F
1.0,2.0,2.0,1.87169602737727,2.02131766198717,1.59176785984967,157.172573987042,177.259951354317,121.996126506874,0.5,0.7853981633974483,pupu_2,22,F
