Size_Degree,VRR_Frequency,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low,Observer_name,Age,Gender
16.0,4.0,4.534737055408373,4.76400369117738,,0.0057412916690838,,0.0054146198899234,Ali_2,29,M
-1.0,4.0,4.838136045800543,5.03650871506458,4.4319386818822855,0.0042058980081614,0.0047144609171672,0.0039914843809799,Ali_2,29,M
0.5,8.0,2.5832909453562496,2.725515906909837,2.313283058539694,0.0111922766341321,0.01275552574376,0.0105032261837957,Ali_2,29,M
1.0,8.0,2.346110112603173,2.588973639533819,2.089054532619059,0.0131245927871937,0.0149636353525515,0.0117399407286294,Ali_2,29,M
16.0,8.0,6.016944015515542,6.277014105531041,5.6697544499114825,0.004102253842401,0.0044027227453598,0.0039008608316807,Ali_2,29,M
-1.0,8.0,5.465305844915693,5.729054979226805,5.013393945661576,0.0035885064354629,0.0040154667978176,0.0033747712935428,Ali_2,29,M
0.5,10.0,1.5544245163242367,1.7474552496418148,1.4198484694572011,0.0203836323345615,0.0226676516495768,0.0177626866122274,Chuyao_2,23,F
1.0,10.0,3.542567379409153,3.748161845812092,3.314749131699915,0.0082247251846246,0.0088699962937203,0.0077137514617858,Chuyao_2,23,F
16.0,10.0,3.404480172124329,4.24530598275303,3.2000540456329194,0.0080667507259469,0.0086806394934617,0.0062089334240409,Chuyao_2,23,F
-1.0,10.0,4.815255747151095,4.993189901596658,4.637327473676838,0.0042319365605566,0.004444532422306,0.0040366382297546,Chuyao_2,23,F
0.5,12.0,1.1199174953436375,1.2184311802299737,0.762134164053579,0.0299022733330404,0.0466135071794037,0.0271060935561459,Chuyao_2,23,F
1.0,12.0,2.2535945715066643,2.3978914355433365,2.087042338180916,0.0137354255453653,0.0149799234415685,0.0128044369030987,Chuyao_2,23,F
16.0,12.0,3.407580970844258,3.561196527381356,3.236732612410818,0.0080580545481981,0.0085642814945352,0.0076478094774878,Chuyao_2,23,F
-1.0,12.0,3.717309922922941,3.949287689773456,3.469757184742765,0.0059258426483395,0.0064809772984531,0.0054773677542002,Chuyao_2,23,F
0.5,14.0,0.7275833270779497,1.3243493365408838,,0.0491480420761711,,0.0245921201326494,Chuyao_2,23,F
1.0,14.0,1.4563682141785894,1.6349512722711903,1.252095382318745,0.0224538017301988,0.0265871553450101,0.0197210495496434,Chuyao_2,23,F
16.0,14.0,5.014730809057912,5.504041327935541,3.1372718302513727,0.0050944997328822,0.0088866804604128,0.0045607838124811,Chuyao_2,23,F
-1.0,14.0,3.867730206613949,4.129527103727075,3.64359085364084,0.0056280174077352,0.0060821337494738,0.0051685108482945,Chuyao_2,23,F
0.5,16.0,0.6717063119779914,0.9673212985363208,,0.0538222636726807,,0.0354379931981983,Chuyao_2,23,F
1.0,16.0,0.8779054041473839,1.0283097743649638,0.7606175466128435,0.0394118890319509,0.0461275523504545,0.0330951709409137,Chuyao_2,23,F
16.0,16.0,4.544308853354467,5.889705647508267,4.284045217378902,0.005726933252887,0.006142343290731,0.0042078811233834,Chuyao_2,23,F
-1.0,16.0,7.029359795489062,7.437366911391393,6.636950092437563,0.0025848765394326,0.0027859330369151,0.0024014938283699,Chuyao_2,23,F
0.5,0.5,1.003722483209049,1.111491557145929,0.9115787890762288,0.0339552509630961,0.0379517643855615,0.0301659791547995,Claire_2,26,F
1.0,0.5,1.3662429653151382,1.6589833227265018,1.127074684830594,0.0241182639450794,0.0298919136123075,0.0194003284321386,Claire_2,26,F
16.0,0.5,2.376092025428994,2.592316851317382,2.1952004913295284,0.0123417105770952,0.0135493591133303,0.0111359371563079,Claire_2,26,F
-1.0,0.5,1.2145962941068142,1.3816036545885406,0.861006040392964,0.0250884887932698,0.0387884165978003,0.0212819033083051,Claire_2,26,F
0.5,2.0,1.6122686167886615,1.7535879975298885,1.4424972703974197,0.0195272782951774,0.0222512012321486,0.0176895703831112,Claire_2,26,F
1.0,2.0,2.7591152780244377,2.919799535619808,2.59750301752332,0.0109230588185925,0.0116962859260597,0.0102439585484499,Claire_2,26,F
16.0,2.0,2.9425148811734174,3.200615523698512,2.722807739062659,0.0095868804460883,0.0105081649878005,0.0086788364236984,Claire_2,26,F
-1.0,2.0,2.803146774107097,3.114941470067249,2.546336643697913,0.0085482995580227,0.009681550654116,0.0074553758531876,Claire_2,26,F
0.5,4.0,2.2375851514268827,2.3543998657263527,2.111463304971887,0.0132675912826499,0.0142094637329924,0.0124923169226368,Claire_2,26,F
1.0,4.0,2.4278209306293914,2.6982316363483605,2.2385342509539834,0.0126259727615928,0.0138399196163812,0.0112028295178556,Claire_2,26,F
16.0,4.0,3.042922019342418,3.392707402263126,2.768442256662204,0.0092137353072503,0.0103037363160108,0.0080999248671799,Claire_2,26,F
-1.0,4.0,3.23826711655752,3.53408368279655,2.9587367575273404,0.0070889483121395,0.0079700024039998,0.0063281450169422,Claire_2,26,F
0.5,8.0,2.354059623038692,2.591652684538877,2.143633988727171,0.0124944540969261,0.0139578048194133,0.011149489871279,Claire_2,26,F
1.0,8.0,3.1006058350157555,3.551741139187853,2.7898076804043863,0.0095688209923349,0.0107869271500929,0.0082005823659769,Claire_2,26,F
16.0,8.0,3.4330290789071807,3.59455438848839,3.141348828518294,0.0079873306297216,0.0088730285647962,0.0075637562421878,Claire_2,26,F
-1.0,8.0,3.1101788690759777,3.2519745661382053,2.932589982380555,0.0074701947165315,0.0080622901650281,0.0070501799394719,Claire_2,26,F
0.5,0.5,0.6466757530295312,0.9446603532469644,,0.0561879683603354,,0.0364221513844375,Dounia_2,23,F
1.0,0.5,1.0663708458362358,1.195977030428928,0.918366880413792,0.0317878533411773,0.0375026816539279,0.0279816397858211,Dounia_2,23,F
16.0,0.5,2.0367967115981065,2.1547136418287964,1.4298674154831184,0.0147985284038688,0.0224065816503136,0.0138497794695382,Dounia_2,23,F
-1.0,0.5,2.7083127356638204,3.273862552857777,,0.008938241489739,,0.0069890444999413,Dounia_2,23,F
0.5,2.0,1.584322060927731,1.6819458209277844,1.4485419172485008,0.019932617727616,0.0221424163481463,0.0185796353597956,Dounia_2,23,F
1.0,2.0,1.1667263829450225,1.8654926859078624,,0.028763937554935,,0.0170010351902743,Dounia_2,23,F
16.0,2.0,2.5401759240780435,2.6992730442955817,2.28749179104924,0.0114063797211134,0.0129074006372007,0.0106165264617606,Dounia_2,23,F
-1.0,2.0,2.470334353367785,2.604757518436412,2.347763464631158,0.0100688945622917,0.0107542108753075,0.0094012809491344,Dounia_2,23,F
0.5,4.0,2.0884672277822403,2.198640051496455,1.9032340261782257,0.0143945013257184,0.0160623032230623,0.0135459514958983,Dounia_2,23,F
1.0,4.0,2.8977207085176224,3.148969680253211,2.694796415354185,0.0103325386906446,0.0112190146276889,0.0094021587645692,Dounia_2,23,F
16.0,4.0,3.288422651891421,3.4701566951567564,,0.0084050855184218,,0.007886169777278,Dounia_2,23,F
-1.0,4.0,2.6214341258477862,3.439046633742147,2.36439624625484,0.0093238877807798,0.0106564555742999,0.0065562554117815,Dounia_2,23,F
0.5,8.0,1.7756941335211205,2.0064282402310867,1.3292933792720572,0.0174305308763458,0.0244852120763886,0.0150921066309458,Dounia_2,23,F
1.0,8.0,2.677416041058164,2.8823214323715787,2.5088551427345545,0.0113015777284663,0.0121653714515175,0.0103951733343049,Dounia_2,23,F
16.0,8.0,3.853577636475493,4.257275285711756,3.5025584279227435,0.0069647501268306,0.0077997901855861,0.0061882179906137,Dounia_2,23,F
-1.0,8.0,6.873643137560404,7.583044412613519,6.4028773287658005,0.0026615020664284,0.0029194484466109,0.0023414922570683,Dounia_2,23,F
0.5,0.5,0.7261208310548597,0.9600793783979836,0.5982257539066169,0.049260870891323,0.0613481266790177,0.0357471729237595,haoyu_2,22,M
1.0,0.5,1.0081126482889382,1.2522876982409454,0.7891079249100794,0.0338304440316215,0.0443082710214088,0.0265826002660654,haoyu_2,22,M
16.0,0.5,1.3290097468683308,1.4879308825857387,1.0028517830038952,0.024402353900926,0.0338284190838663,0.0213884767873011,haoyu_2,22,M
-1.0,0.5,1.96751691553551,2.132855375230176,1.7277377391622533,0.0135113381517578,0.0159738246875138,0.0121749660052106,haoyu_2,22,M
0.5,2.0,1.1393539826126455,1.2892762155529394,1.0350900402545855,0.0293097792166567,0.0327659241329621,0.0253757387436394,haoyu_2,22,M
1.0,2.0,1.3645338768217308,1.506208854152747,1.2295871706148425,0.0241520522820576,0.027130535920823,0.0216227036421943,haoyu_2,22,M
16.0,2.0,1.9273982683003457,2.267291504156025,1.6157059053354998,0.0157913109359767,0.0194229717479047,0.0130430809321498,haoyu_2,22,M
-1.0,2.0,2.1798686752771954,2.279891068335596,2.061622543494668,0.0118368405602579,0.0127208526769305,0.0111700160269939,haoyu_2,22,M
0.5,4.0,1.4426374730297424,1.5429639345121182,1.102729912878791,0.0222486669411913,0.0304447376431298,0.0205615049372858,haoyu_2,22,M
1.0,4.0,1.56192945043665,1.6588333993716868,1.4306023464272697,0.0207592727289184,0.0229072609697584,0.0194022989846638,haoyu_2,22,M
16.0,4.0,2.4956754097883045,2.642957081216865,2.3633590074304323,0.0116468935085087,0.0124201854873539,0.010884331662881,haoyu_2,22,M
-1.0,4.0,2.7555492424048293,3.0725335204559205,2.5163259958316195,0.0087401803702678,0.0098313109821759,0.0075891801804022,haoyu_2,22,M
0.5,8.0,1.5265259908868694,1.6381047051307676,1.4225052807670873,0.0208216422562075,0.0226180636154083,0.0191657697120779,haoyu_2,22,M
1.0,8.0,1.948392003403568,2.1435065158146114,1.7610162729049534,0.0161879946367362,0.0181408788197069,0.0145351131620088,haoyu_2,22,M
16.0,8.0,4.589756140632749,4.867089614115524,4.266205175153033,0.0056596494159044,0.0061728454045494,0.0052786465481903,haoyu_2,22,M
-1.0,8.0,3.8657487703683424,4.041659861833638,3.6966793900579407,0.0056317682096656,0.0059688617691991,0.005315133467868,haoyu_2,22,M
0.5,0.5,0.579477392572602,0.6476876678445427,,0.0635830288970917,,0.0560886646969794,Hongyun_Gao_2,31,M
1.0,0.5,0.9932230816391032,1.1149065862153198,0.8750002541875235,0.0343923137579164,0.0395559623573357,0.0302547904880475,Hongyun_Gao_2,31,M
16.0,0.5,1.43292156843799,1.5254883283144234,1.3229986840742785,0.0223508256622668,0.0245315897108264,0.0207740687349137,Hongyun_Gao_2,31,M
-1.0,0.5,1.487662992150444,1.7153309453431518,1.16842295049941,0.0193582020226377,0.0263582231548271,0.0161226182626001,Hongyun_Gao_2,31,M
0.5,2.0,1.860467616292012,1.9643492182116231,1.7349198448392094,0.0164985453382888,0.0179138713383027,0.0154744216039198,Hongyun_Gao_2,31,M
1.0,2.0,1.7276859421607298,1.8213028597579792,1.6329150112408686,0.0185350953537944,0.019748680482404,0.01746634837387,Hongyun_Gao_2,31,M
16.0,2.0,2.6065232746311997,2.750371669864128,2.458193111296964,0.011064282892667,0.0118568045950171,0.0103838070379105,Hongyun_Gao_2,31,M
-1.0,2.0,2.2578709338606195,2.449645025741386,2.10054629230114,0.0113110501978022,0.0124173458820503,0.010179095397227,Hongyun_Gao_2,31,M
0.5,4.0,1.9036214095044737,2.0444878232701216,1.586675071160942,0.0160584483638947,0.019897897120074,0.0147609425984487,Hongyun_Gao_2,31,M
1.0,4.0,2.883108300733517,3.045715023176875,2.678136004444599,0.0103919556302666,0.0112981350825375,0.0097647931154755,Hongyun_Gao_2,31,M
16.0,4.0,3.533182310371381,3.708429350046576,3.311330273470155,0.0077197332231518,0.0083362605646344,0.0072891920415498,Hongyun_Gao_2,31,M
-1.0,4.0,3.411218445517862,3.576920623232871,3.2463360424148657,0.0066258103954275,0.0070660818447336,0.0062298549456152,Hongyun_Gao_2,31,M
0.5,8.0,1.4640524500750565,1.6557949602206006,1.1775004422306958,0.0218676812953059,0.0282073584849533,0.0189252374205499,Hongyun_Gao_2,31,M
1.0,8.0,1.91167789997648,2.1017028361108605,1.7183687518291064,0.0165389021298418,0.0186481734641173,0.0148620052076398,Hongyun_Gao_2,31,M
16.0,8.0,2.000374317081665,2.235808591955149,1.7729409964172618,0.0151160546490795,0.0174192393640323,0.0132598361908661,Hongyun_Gao_2,31,M
-1.0,8.0,3.428583981291291,4.476512809747016,2.8914617341099915,0.0065822545598397,0.0082113246372424,0.0046534618469129,Hongyun_Gao_2,31,M
0.5,10.0,0.8336298951429926,1.054189235551466,,0.0420632960105607,,0.0320784553322429,Hongyun_Gao_2,31,M
1.0,10.0,0.4354603895326286,0.5194227969812684,,0.0839450098258052,,0.0696559365137362,Hongyun_Gao_2,31,M
16.0,10.0,1.872079815705048,2.419360735864988,,0.0163411034856287,,0.0120817156190618,Hongyun_Gao_2,31,M
-1.0,10.0,2.302441188868536,2.7193941992928603,,0.0110287679344572,,0.0088910713941702,Hongyun_Gao_2,31,M
1.0,12.0,0.4560959686428651,1.3652473918895485,,0.0799535926214377,,0.0241379354788129,Hongyun_Gao_2,31,M
16.0,12.0,2.714591277148117,2.879537478785996,2.518215238172566,0.0105457647587791,0.011523920546452,0.0098353757787169,Hongyun_Gao_2,31,M
-1.0,12.0,2.568328951382436,2.719563698339002,2.368357195091506,0.0095743359257342,0.0106334066277061,0.0088903533016155,Hongyun_Gao_2,31,M
0.5,14.0,0.667242069502554,0.773438364973054,,0.0542307516501088,,0.0458354782553145,Hongyun_Gao_2,31,M
16.0,14.0,1.3122367179301089,1.444795738160091,1.132280203253662,0.0247661280171683,0.0293969994028686,0.02213645008119,Hongyun_Gao_2,31,M
-1.0,14.0,2.8816867151043626,3.076546015847569,2.6665366775342503,0.0082474618301259,0.0091201005152002,0.0075763392424861,Hongyun_Gao_2,31,M
0.5,16.0,0.5709756154535981,0.8667074122010404,,0.0646460169197657,,0.0402235946443811,Hongyun_Gao_2,31,M
16.0,16.0,2.507576302733685,2.725772591081433,2.3069915480439485,0.0115816660916622,0.0127788621479886,0.0104946577345139,Hongyun_Gao_2,31,M
-1.0,16.0,2.4377352216375145,2.6002552205734744,2.2842388852593576,0.0102435007742917,0.0111425351357086,0.0094223696637326,Hongyun_Gao_2,31,M
0.5,0.5,1.134324787111613,1.5281331962999194,,0.0294610159910694,,0.0207959422744894,Jane_2,23,F
1.0,0.5,0.9250457431122032,1.5373800294980664,,0.0372040574659916,,0.0211315950930437,Jane_2,23,F
16.0,0.5,2.114879303289953,2.230720785989261,1.998618229173802,0.0141575077517972,0.0151316798159209,0.0132954863413705,Jane_2,23,F
-1.0,0.5,1.375149516327404,1.566598026642197,,0.0214097982511132,,0.0181158047925568,Jane_2,23,F
0.5,2.0,1.8622293064816504,1.9942398939483268,1.4827261302142565,0.0164801476108605,0.0215450941899904,0.0152010517402464,Jane_2,23,F
1.0,2.0,1.9787393698117144,2.1268117110562987,1.326889057603013,0.0159082957294229,0.0249193709458098,0.0146640337029709,Jane_2,23,F
16.0,2.0,4.84232168845642,5.384630425008357,4.50910141991039,0.0053107399787644,0.0057800745698635,0.0046812801852693,Jane_2,23,F
-1.0,2.0,3.2956719816337974,3.442994814247825,3.156199874616221,0.0069290520798835,0.0073291387209042,0.006546491401945,Jane_2,23,F
0.5,4.0,1.98209434009605,2.0923324837871786,1.8381096352965416,0.0153110559476585,0.0167353442340808,0.0143630918088547,Jane_2,23,F
1.0,4.0,2.203970195482857,2.335798363020084,2.0165340543387256,0.0140854501501026,0.0155723623834651,0.0131901431118902,Jane_2,23,F
16.0,4.0,3.0321954035964347,3.3345974108892658,2.728357227753396,0.0092523193793998,0.0104829086400621,0.0082674072667777,Jane_2,23,F
-1.0,4.0,4.080539457832934,4.293906051286702,3.745251113342817,0.0052493623471778,0.0058684442990304,0.0049126085079184,Jane_2,23,F
0.5,8.0,1.833957262277267,2.4756770424688623,1.662345500693281,0.0167800094984328,0.0188375680769194,0.0117710115603205,Jane_2,23,F
1.0,8.0,4.650459845151019,5.086920044248448,4.322875858955496,0.0060344417356485,0.006557916449134,0.0054480702247227,Jane_2,23,F
16.0,8.0,4.903529418658993,5.379827029095528,4.5605678483553085,0.0052320716732794,0.0057026941225144,0.004686249505041,Jane_2,23,F
-1.0,8.0,5.453993665107352,5.823235440714379,5.204849531970639,0.003598206152538,0.0038241785761296,0.0033038202102351,Jane_2,23,F
0.5,0.5,1.214759371712753,1.3182216800670037,1.1094954317940542,0.0272016565153963,0.0302290757981991,0.024725813135065,Maliha_2,29,F
1.0,0.5,1.5315913555551497,1.7784445591769544,1.2529636290946498,0.021221212306847,0.0265666021417312,0.0179409308027673,Maliha_2,29,F
16.0,0.5,1.3693085807764551,1.479009552965085,1.2510457344983084,0.0235672017708563,0.0261817210062974,0.0215393424981317,Maliha_2,29,F
-1.0,0.5,1.5276229018012704,1.670879391692853,1.2337015324273763,0.0187111337342876,0.0245941735979664,0.0166763210264158,Maliha_2,29,F
0.5,2.0,1.6206524092385406,1.7179998746143152,1.4601698180620597,0.0194086094315201,0.0219358660599666,0.0181217102427462,Maliha_2,29,F
1.0,2.0,1.7937482197977983,1.939801392364125,1.6390398885026018,0.0177687281446427,0.0196657870548753,0.0162688474674639,Maliha_2,29,F
16.0,2.0,1.623158415466116,2.312863924664031,,0.0193185608719597,,0.0127406118737456,Maliha_2,29,F
-1.0,2.0,2.434988869559989,2.878053945302673,2.2373764894876644,0.0102584543647795,0.0114451572005885,0.0082609633195982,Maliha_2,29,F
0.5,4.0,1.4309344076574304,2.004791545339047,,0.0224620447151835,,0.0151066529330625,Maliha_2,29,F
1.0,4.0,2.1694508075313585,2.3154241563508267,1.989621006494694,0.0143389236115327,0.0158101952225761,0.013321475657221,Maliha_2,29,F
16.0,4.0,3.792141009637125,4.013377066198734,3.5346218634184607,0.0070987762580858,0.007716007073042,0.0066370091233105,Maliha_2,29,F
-1.0,4.0,2.883847091224981,3.076669142267181,2.712781599586556,0.0082394510463254,0.008919166067021,0.0075759458145096,Maliha_2,29,F
0.5,8.0,2.0765322473303764,2.277853672656509,1.905480373713769,0.0144922851342232,0.0160399733266128,0.0129905998648516,Maliha_2,29,F
1.0,8.0,3.5859005315684827,3.710373377776607,3.4387755217787923,0.008111839213686,0.0085074326856476,0.0078031531793306,Maliha_2,29,F
16.0,8.0,3.779918724121004,4.050794530568329,3.46400583477955,0.0071260056851397,0.0079027659171055,0.0065643299879413,Maliha_2,29,F
-1.0,8.0,3.4600267292080806,3.6719155129800822,3.251442187079108,0.0065046631188131,0.0070516786697097,0.0060212320302654,Maliha_2,29,F
0.5,0.5,1.0924687428378033,1.2428017796031647,0.9485460415146404,0.0307772497188341,0.0362498683513436,0.0264870776710169,pupu_2,22,F
1.0,0.5,1.7198114279210996,1.8285188143031488,1.536201203941831,0.0186305801003675,0.0211497876177364,0.0173887466206487,pupu_2,22,F
16.0,0.5,1.048247476353119,1.844574047770555,,0.032142080322697,,0.016627724568519,pupu_2,22,F
-1.0,0.5,1.542862686921299,1.8125415812241217,,0.0184743060098272,,0.0150183144874756,pupu_2,22,F
0.5,2.0,1.9278381702552108,2.034689601944045,1.8088239542304196,0.0158207866979766,0.0170550845554689,0.0148449185581296,pupu_2,22,F
1.0,2.0,1.9769819645176567,2.1151623573344143,1.71773720172099,0.0159242460081507,0.0186558849674718,0.0147552660354463,pupu_2,22,F
16.0,2.0,2.312189437444877,2.4479994737077067,2.183834380893146,0.0127449945239193,0.0136324825706046,0.0119150967225122,pupu_2,22,F
-1.0,2.0,2.8048190574163314,2.937143031821787,2.6709230165701494,0.0085416932299409,0.0091007005468399,0.0080460845918892,pupu_2,22,F
0.5,4.0,1.407787805748667,1.9154175345395208,1.2116807948213473,0.0228952818957156,0.0272822561905217,0.0159418710776777,pupu_2,22,F
1.0,4.0,2.413703151291778,2.7378938457448228,2.136168526497288,0.0127095708183919,0.0145915163698211,0.0110190771651507,pupu_2,22,F
16.0,4.0,2.9371193664853124,3.115179028217704,2.751281294459179,0.0096077170961836,0.0103797492160841,0.0089613341421365,pupu_2,22,F
-1.0,4.0,3.271107679940508,3.4704871778978887,3.0310217014958885,0.0069966876469562,0.0077243131597593,0.0064792064861912,pupu_2,22,F
0.5,8.0,2.881510387260903,3.066923708599595,2.3960869904929583,0.0098320685876402,0.0122354423611145,0.0091304188226542,pupu_2,22,F
1.0,8.0,2.1860426400679147,2.346262020296366,2.010731233399981,0.014216035084489,0.0156230744387564,0.0131236316874399,pupu_2,22,F
16.0,8.0,4.429418779388875,4.601191255099812,4.210230864556322,0.0059037514586256,0.0062703780347879,0.005642948062396,pupu_2,22,F
-1.0,8.0,4.481841140718219,4.715997401049576,4.257903424842011,0.0046462632195582,0.0049667203139422,0.0043482626672865,pupu_2,22,F
0.5,0.5,0.7897211583181148,0.9131281506757868,0.6696665571265185,0.0447556464868339,0.0540082066417621,0.0378775154893983,Shushan_2,25,M
1.0,0.5,0.7815966588074361,0.8839809876975256,0.6655338113813307,0.0447747624268958,0.0533493019231672,0.0391137324017263,Shushan_2,25,M
16.0,0.5,1.848817129554562,1.994522271313229,1.7074283076319323,0.0165829103721971,0.0182059002351115,0.0151682398817196,Shushan_2,25,M
-1.0,0.5,2.599617781222151,2.780764784870152,,0.0094253621615889,,0.0086375938054779,Shushan_2,25,M
0.5,2.0,1.3924180355098332,1.6376123639456914,1.2094023679417774,0.0231914971352313,0.0273421891431938,0.019172544048057,Shushan_2,25,M
1.0,2.0,2.312092579709826,3.1345950415532453,1.895761106473,0.0133431840369012,0.0166954874295776,0.0094511234447296,Shushan_2,25,M
16.0,2.0,2.3063963022875416,2.856366411617842,2.015437231957389,0.012782751101398,0.0149832356798111,0.0099298003887324,Shushan_2,25,M
-1.0,2.0,4.06402229528959,4.2775353232925895,3.7641742579525177,0.0052771274839907,0.0058301255131823,0.004937084093602,Shushan_2,25,M
0.5,4.0,1.7142585172347102,1.825409404958648,1.5978851463751758,0.0181682648876128,0.0197339926975663,0.01687264563879,Shushan_2,25,M
1.0,4.0,1.5135120755402756,1.6774338901282733,1.327000460219539,0.0215057369474766,0.0249170330832585,0.0191606440235336,Shushan_2,25,M
16.0,4.0,2.959149376183749,3.2284142177212365,2.735611496020631,0.0095231596515766,0.0104500612235912,0.0085904186038431,Shushan_2,25,M
-1.0,4.0,3.745612204792741,3.9496590198295936,3.0625755589972226,0.0058677089460018,0.0076212143609277,0.0054766981443293,Shushan_2,25,M
0.5,8.0,1.2852624534762722,2.075199146746486,,0.0254683340211439,,0.0145032828557683,Shushan_2,25,M
1.0,8.0,2.3057877147443,2.5721661936091724,2.0892281074132244,0.0133844478390664,0.0149622318705846,0.0118268622212528,Shushan_2,25,M
16.0,8.0,4.665128391411545,4.926023128773543,4.411325417128337,0.0055512095932867,0.005932513625161,0.0052036967958923,Shushan_2,25,M
-1.0,8.0,6.373341541093057,,6.174259656651725,0.0029370988442654,0.0030611516631844,,Shushan_2,25,M
0.5,10.0,0.8287742376374687,0.9670778481854596,,0.0423463410981664,,0.0354483073681285,Shushan_2,25,M
1.0,10.0,1.3128216621654862,1.4459848988489346,1.1926163614313698,0.0252179160889697,0.0280694896995892,0.0226345046290154,Shushan_2,25,M
16.0,10.0,3.579612598378202,4.104517564399721,3.394825694464044,0.0076011949538213,0.0080939373313461,0.0064625006865397,Shushan_2,25,M
-1.0,10.0,4.446784314010832,5.733376499050365,4.10323463590691,0.0046939889814518,0.0052116298710894,0.0033714569758481,Shushan_2,25,M
0.5,12.0,0.5750802608224096,0.6726725687086336,,0.0641287956997039,,0.0537345874989361,Shushan_2,25,M
1.0,12.0,1.0272827040326131,1.1826240342329588,0.8413757125240283,0.0331318393845389,0.0412978996445075,0.0283337656000365,Shushan_2,25,M
