Size_Degree,VRR_Frequency,FRR,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low,Observer_name,Age,Gender
16.0,8.0,8.0,3.89793228007303,4.18685949424749,3.55879426676547,0.0010190155807865,0.0010190155807865,0.0010190155807865,Maliha_2,29,F
-1.0,8.0,8.0,3.30912908873221,3.52584269247084,3.09528990013874,0.0008317607993243,0.0008365085968937,0.0008317607993243,Maliha_2,29,F
0.5,0.5,0.5,0.757727933321663,0.897422554311398,0.627586341465351,0.031250357856824,0.0402982079920703,0.0245101045730421,pupu_2,22,F
1.0,0.5,0.5,1.59400159524538,1.71122178892057,1.39681292898607,0.009710673492251,0.0121580927240497,0.008591577729098,pupu_2,22,F
16.0,0.5,0.5,0.926757835947875,1.79184376084182,0.926757835947875,0.0233662114680169,0.0233662114680169,0.0079331527455084,pupu_2,22,F
-1.0,0.5,0.5,1.33762211963694,1.61352324799293,1.33762211963694,0.0130718156888303,0.0130718156888303,0.0095094012980848,pupu_2,22,F
0.5,2.0,2.0,1.56505992675603,1.67216475377711,1.44647061700268,0.0094797111648739,0.0108015740400008,0.0085031963105065,pupu_2,22,F
1.0,2.0,2.0,1.87169602737727,2.02131766198717,1.59176785984967,0.007099717893918,0.0092187911979574,0.0063140595139049,pupu_2,22,F
16.0,2.0,2.0,2.30521934932645,2.45411407448559,2.1643557152317,0.0052568394293868,0.0057217581353961,0.0048660309663916,pupu_2,22,F
-1.0,2.0,2.0,2.63598842623589,2.77224290026055,2.49800168588242,0.0044978187903981,0.0047672901326714,0.0042835582013193,pupu_2,22,F
0.5,4.0,4.0,1.05424722208012,1.55264689140538,0.868228985569559,0.0162293638906482,0.0223870430403576,0.0081178183210547,pupu_2,22,F
1.0,4.0,4.0,2.34491624641791,2.6960655081706,2.04407751033691,0.0041995028405771,0.0050694078708039,0.0036703273905288,pupu_2,22,F
16.0,4.0,4.0,2.98830332672317,3.18173970987997,2.78578807146447,0.0034692278337841,0.0035906133104668,0.0034120141126072,pupu_2,22,F
-1.0,4.0,4.0,3.11547094286863,3.3198402219406,2.8688282698386,0.0034262320748373,0.0035319077224756,0.0033974421114231,pupu_2,22,F
0.5,8.0,8.0,2.53420338210371,2.72465104457413,2.03782547434603,0.0012289873665483,0.0024895491373516,0.0010136835904822,pupu_2,22,F
1.0,8.0,8.0,2.09812563220112,2.27180687790663,1.90822144394296,0.002261543605629,0.0030780456575816,0.0017369181195506,pupu_2,22,F
16.0,8.0,8.0,4.58775710011442,4.76848618101616,4.35609832277211,0.0013971617047618,0.0013971617047618,0.0013971617047618,pupu_2,22,F
-1.0,8.0,8.0,4.34889421261586,4.58519022251688,4.1222059472546,0.0012587468207521,0.0012587468207521,0.0012587468207521,pupu_2,22,F
0.5,0.5,0.5,0.489164480399116,0.596198971852096,0.473839594256053,0.0550358568033088,0.0571636583569491,0.0430641937847271,Shushan_2,25,M
