Size_Degree,VRR_Frequency,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low
0.5,0.5,3.2069565089787293,3.6416098777633725,,0.00865876803129478,,0.007444299538312601
1.0,0.5,0.6498625906465053,0.7245539966055192,,0.054745466478028124,,0.04863987872783455
16.0,0.5,0.47450087873065094,0.5376616581296737,,0.07883997112807203,,0.0686589084977423
1.0,2.0,0.8696469153565464,1.1639628997522848,,0.03982403847440611,,0.02883996156344033
16.0,2.0,0.8029345153046084,1.1422896940375664,,0.04366812733645261,,0.029098531606612882
-1.0,2.0,2.0744813060596967,2.204277015640233,1.9409005813267466,0.012619153683911007,0.01375077036839516,0.011667753765609147
0.5,4.0,1.214246030734393,1.297219462952296,0.5547712837341418,0.027215065919827103,0.06676427251012564,0.025194297249337118
1.0,4.0,1.5703726946038414,1.7222471429673196,1.4583305185122766,0.020634041809177217,0.022419954075592264,0.018600947019392317
16.0,4.0,1.6757814806351103,1.8073825289147902,,0.01860965140370592,,0.017030241782162253
-1.0,4.0,0.957844288633018,1.1740605254087315,0.7620938281100524,0.03391380860352925,0.04519517520117538,0.026197192464751055
0.5,8.0,0.6875597218764695,1.3348023127295903,,0.05241598954178663,,0.024367086895787704
1.0,8.0,2.23223748477094,2.4265521716073994,1.8145830435114056,0.013884050924416814,0.017539199104476162,0.012633443577417558
16.0,8.0,3.6134174773682037,3.8022754861573858,3.382247457445205,0.007516973132420467,0.008129610404306075,0.007076342655539858
-1.0,8.0,3.6300801980549453,3.8946853749583172,3.2793023489175512,0.00611156730991827,0.00697399543463329,0.005577426354782872
