size,color,repeat,Y,x,y
full,0.4852418802655602,1,60.079,0.2833,0.2927
full,0.5380484445259031,0,65.103,0.2826,0.2916
full,0.5380484445259031,1,65.058,0.2826,0.2916
full,0.5966016958353019,0,72.03,0.283,0.292
full,0.5966016958353019,1,72.021,0.283,0.292
full,0.6615270187932356,0,90.897,0.2834,0.2925
full,0.6615270187932356,1,90.949,0.2835,0.2925
full,0.7335178556285477,0,113.469,0.2833,0.2916
full,0.7335178556285477,1,113.526,0.2833,0.2916
full,0.8133431125873235,0,142.733,0.2834,0.291
full,0.8133431125873235,1,142.889,0.2833,0.2911
full,0.901855372322704,0,180.915,0.284,0.2916
full,0.901855372322704,1,181.054,0.284,0.2917
full,1.0,0,199.718,0.2842,0.292
full,1.0,1,199.972,0.2842,0.292
