Color,Luminance
0.0,
1.0,365.22
0.5,86.087
0.25,18.948
0.125,3.897
0.1875,10.19
0.15625,6.44
0.140625,5.289
0.1328125,4.476
0.12890625,4.183
0.126953125,3.91
