Size_Degree,VRR_Frequency,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low
0.5,0.5,2.273685613245717,2.4554260708280093,1.9473693356244235,0.013018777233148248,0.015633757029241642,0.01188608481832735
1.0,0.5,1.6731169858597699,1.7827373430663942,1.557585737580737,0.019216225482418442,0.020824254118093653,0.017892312703877446
16.0,0.5,1.6077485716876536,1.7795299477234126,1.4641816749944767,0.019535603310532362,0.02179445239739314,0.017343566540083084
-1.0,0.5,2.6572258031765608,3.2138647460731047,,0.009161523269362723,,0.007158902311440067
0.5,2.0,2.676197323118934,2.8470291977143836,2.1565473775456656,0.010733157787293453,0.013859072711030334,0.009973544401002133
1.0,2.0,2.984745154735148,3.1735536450961814,2.7097410630216774,0.009991451854768222,0.011148919650099905,0.00931950938617589
16.0,2.0,3.2814454220350204,3.5414942864183785,2.5941464052519994,0.008426255927680665,0.011126661536398321,0.007698263859339383
-1.0,2.0,3.4921361077342223,3.762371424654047,3.2159884111575447,0.006427075869079466,0.007152766145749816,0.005833757159723511
0.5,4.0,2.4761089549570356,2.9106126440832627,2.246980097259842,0.011768579520060211,0.013202004751840602,0.009715496555911002
1.0,4.0,3.0491272200501345,3.2835176864964932,2.855719405262393,0.009752392348533732,0.010505063243923021,0.008965888708656465
16.0,4.0,4.199250950063188,4.412777596160565,3.996048174747793,0.006289842632234002,0.006671171092081594,0.005930195673338543
-1.0,4.0,4.074937910221923,4.433638367166076,3.3730606554182954,0.005258749550524059,0.006723323237045883,0.00471210909668486
0.5,8.0,3.152844293502893,3.3574226974789423,2.8823490098833364,0.00883562030115713,0.009828673566117285,0.008199535926474906
1.0,8.0,4.4656185950392215,4.7381411190094695,4.170955990712714,0.006319750863272637,0.006830518462587764,0.005907386984143463
16.0,8.0,5.6085437321296165,,5.396516148391999,0.004459919469256894,0.004669025397401602,
-1.0,8.0,4.79310016022254,5.1670584827213295,4.37543184186951,0.004257422576604052,0.004793843437094342,0.00386064824846401
