size,color,repeat,Y,x,y
0.5,0.049999999999999996,0,0.75,0.2782,0.3033
0.5,0.049999999999999996,1,0.696,0.2765,0.3026
0.5,0.049999999999999996,2,0.733,0.2786,0.3012
0.5,0.049999999999999996,3,0.79,0.2767,0.2987
0.5,0.049999999999999996,4,0.793,0.2768,0.2995
0.5,0.05544126201879391,0,0.852,0.275,0.2962
0.5,0.05544126201879391,1,0.841,0.2716,0.2935
0.5,0.05544126201879391,2,0.839,0.2744,0.2929
0.5,0.05544126201879391,3,0.838,0.2751,0.294
0.5,0.05544126201879391,4,0.841,0.2744,0.2947
0.5,0.06147467068473124,0,1.023,0.2761,0.293
0.5,0.06147467068473124,1,1.022,0.2757,0.2929
0.5,0.06147467068473124,2,1.017,0.2759,0.2948
0.5,0.06147467068473124,3,1.01,0.2759,0.2939
0.5,0.06147467068473124,4,1.005,0.2743,0.293
0.5,0.06816466649902507,0,1.115,0.2795,0.294
0.5,0.06816466649902507,1,1.118,0.2787,0.2968
0.5,0.06816466649902507,2,1.11,0.2796,0.2951
0.5,0.06816466649902507,3,1.105,0.2797,0.2958
0.5,0.06816466649902507,4,1.107,0.2799,0.2946
0.5,0.07558270271592309,0,1.358,0.2776,0.2936
0.5,0.07558270271592309,1,1.354,0.2776,0.2941
0.5,0.07558270271592309,2,1.359,0.2777,0.294
0.5,0.07558270271592309,3,1.34,0.2769,0.2935
0.5,0.07558270271592309,4,1.343,0.2775,0.2932
0.5,0.08380800850724197,0,1.681,0.2788,0.2875
0.5,0.08380800850724197,1,1.668,0.2799,0.287
0.5,0.08380800850724197,2,1.661,0.2787,0.2867
0.5,0.08380800850724197,3,1.662,0.2781,0.2871
0.5,0.08380800850724197,4,1.657,0.2795,0.2868
0.5,0.09292843517846627,0,2.306,0.2788,0.2925
0.5,0.09292843517846627,1,2.292,0.2775,0.292
0.5,0.09292843517846627,2,2.292,0.2778,0.2926
0.5,0.09292843517846627,3,2.293,0.2779,0.2921
0.5,0.09292843517846627,4,2.291,0.2788,0.2922
0.5,0.10304139447451709,0,2.784,0.2788,0.2891
0.5,0.10304139447451709,1,2.778,0.2783,0.2884
0.5,0.10304139447451709,2,2.766,0.2781,0.2883
0.5,0.10304139447451709,3,2.778,0.2779,0.2893
0.5,0.10304139447451709,4,2.771,0.2792,0.2892
0.5,0.11425489899687216,0,3.548,0.2786,0.2862
0.5,0.11425489899687216,1,3.547,0.2782,0.2865
0.5,0.11425489899687216,2,3.546,0.2785,0.2866
0.5,0.11425489899687216,3,3.55,0.2783,0.2865
0.5,0.11425489899687216,4,3.537,0.2786,0.2867
0.5,0.12668871584432848,0,4.563,0.2789,0.2875
0.5,0.12668871584432848,1,4.555,0.2793,0.2877
0.5,0.12668871584432848,2,4.545,0.2792,0.2874
0.5,0.12668871584432848,3,4.543,0.2791,0.2876
0.5,0.12668871584432848,4,4.542,0.2795,0.2877
0.5,0.14047564579899893,0,5.9,0.2796,0.2901
0.5,0.14047564579899893,1,5.905,0.2798,0.2905
0.5,0.14047564579899893,2,5.903,0.2797,0.2905
0.5,0.14047564579899893,3,5.897,0.2798,0.2905
0.5,0.14047564579899893,4,5.89,0.2797,0.2904
0.5,0.15576294172003172,0,7.276,0.2797,0.2891
0.5,0.15576294172003172,1,7.266,0.2797,0.2892
0.5,0.15576294172003172,2,7.253,0.2795,0.2891
0.5,0.15576294172003172,3,7.256,0.2795,0.289
0.5,0.15576294172003172,4,7.248,0.2797,0.289
0.5,0.17271388129436815,0,9.059,0.2793,0.2882
0.5,0.17271388129436815,1,9.062,0.2794,0.2882
0.5,0.17271388129436815,2,9.039,0.2793,0.2882
0.5,0.17271388129436815,3,9.04,0.2793,0.2882
0.5,0.17271388129436815,4,9.03,0.2794,0.2883
0.5,0.19150951094247873,0,11.737,0.2794,0.2881
0.5,0.19150951094247873,1,11.732,0.2793,0.2881
0.5,0.19150951094247873,2,11.719,0.2794,0.2882
0.5,0.19150951094247873,3,11.71,0.2794,0.2881
0.5,0.19150951094247873,4,11.715,0.2793,0.2881
0.5,0.21235057950506092,0,14.353,0.2797,0.2876
0.5,0.21235057950506092,1,14.341,0.2797,0.2876
0.5,0.21235057950506092,2,14.332,0.2798,0.2876
0.5,0.21235057950506092,3,14.324,0.2798,0.2875
0.5,0.21235057950506092,4,14.307,0.2798,0.2875
0.5,0.23545968236365628,0,18.016,0.2803,0.2888
0.5,0.23545968236365628,1,18.008,0.2804,0.2887
0.5,0.23545968236365628,2,17.988,0.2803,0.2888
0.5,0.23545968236365628,3,17.999,0.2804,0.2888
0.5,0.23545968236365628,4,17.989,0.2803,0.2888
0.5,0.2610836388957092,0,22.639,0.2815,0.2897
0.5,0.2610836388957092,1,22.614,0.2814,0.2896
0.5,0.2610836388957092,2,22.623,0.2814,0.2896
0.5,0.2610836388957092,3,22.616,0.2815,0.2897
0.5,0.2610836388957092,4,22.592,0.2814,0.2896
0.5,0.2894961286567438,0,27.952,0.2812,0.2887
0.5,0.2894961286567438,1,27.942,0.2812,0.2887
0.5,0.2894961286567438,2,27.929,0.2812,0.2887
0.5,0.2894961286567438,3,27.919,0.2812,0.2887
0.5,0.2894961286567438,4,27.919,0.2812,0.2887
0.5,0.3210006144457002,0,35.243,0.2811,0.2887
0.5,0.3210006144457002,1,35.259,0.2811,0.2888
0.5,0.3210006144457002,2,35.246,0.2811,0.2888
0.5,0.3210006144457002,3,35.216,0.2811,0.2888
0.5,0.3210006144457002,4,35.214,0.2811,0.2888
0.5,0.3559335834735583,0,43.881,0.2815,0.2886
0.5,0.3559335834735583,1,43.867,0.2815,0.2885
0.5,0.3559335834735583,2,43.871,0.2815,0.2886
0.5,0.3559335834735583,3,43.848,0.2815,0.2886
0.5,0.3559335834735583,4,43.857,0.2816,0.2886
0.5,0.3946681412529161,0,55.13,0.2815,0.2885
0.5,0.3946681412529161,1,55.16,0.2816,0.2884
0.5,0.3946681412529161,2,55.107,0.2816,0.2885
0.5,0.3946681412529161,3,55.113,0.2816,0.2884
0.5,0.3946681412529161,4,55.114,0.2816,0.2885
0.5,0.4376179965934659,0,69.655,0.2815,0.288
0.5,0.4376179965934659,1,69.656,0.2816,0.2881
0.5,0.4376179965934659,2,69.646,0.2815,0.288
0.5,0.4376179965934659,3,69.696,0.2815,0.2881
0.5,0.4376179965934659,4,69.696,0.2815,0.2881
0.5,0.4852418802655602,0,86.323,0.2817,0.2879
