Size_Degree,VRR_Frequency,FRR,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low
0.5,0.5,0.5,0.473839594256053,0.637865600487455,0.473839594256053,0.0571636583569491,0.0571636583569491,0.0394501497983489
1,0.5,0.5,0.840424066509224,1.0950092460911,0.618566554646563,0.0269770815280587,0.0410650726307203,0.0180861093250296
16,0.5,0.5,1.2286089644305,1.40143081529266,0.878557481351263,0.015037550274965,0.0252890200851581,0.0120907801990445
-1,0.5,0.5,1.7728122415251,1.94309590361271,1.52655163488517,0.00808129822495526,0.0104578765901952,0.00689482270635455
0.5,2,2,0.800922800554255,0.941260993114776,0.705375622559621,0.0274766781067537,0.0329248426180081,0.0215888879289911
1,2,2,1.21375523392117,1.36472518791023,1.07110609681916,0.0144267608383745,0.0176460452862413,0.011895496538628
16,2,2,1.88276206672045,2.25595883656144,1.54100770560386,0.00703477342082984,0.00972550004027629,0.00540774309520407
-1,2,2,1.99155727943342,2.09469844319168,1.86969992092429,0.00645542318407784,0.00711155978001147,0.00599322804304313
0.5,4,4,1.08776949088772,1.18494450236429,0.767150501508615,0.0153777898617686,0.0271592740983308,0.0132370954684326
1,4,4,1.42436940311092,1.52838698044323,1.28402498371083,0.00949830385504967,0.0114662224400552,0.00835343768084439
16,4,4,2.50633610682418,2.66747525873543,2.36134019767349,0.00390660667654374,0.00416509878529978,0.00369967936936335
-1,4,4,2.58522508367537,2.91151286678841,2.33858130878426,0.00379596601316562,0.00421307786209759,0.00350675755533912
0.5,8,8,1.16895846090592,1.27792318072854,1.06838865027055,0.0114045099877931,0.0138299125069182,0.00930311592907593
1,8,8,1.8407657859444,2.05202876658033,1.63839911936365,0.00344625072541019,0.00487672318214222,0.00243344064808268
16,8,8,4.75647712106935,5.0468344801056,4.41536824015298,0.00149584953208274,0.00149584953208274,0.00149584953208274
-1,8,8,3.72360417611153,3.90266037382305,3.55113483448426,0.00094247601702983,0.00094247601702983,0.00094247601702983
