idx, R, G, B, type, Y, x, y, L, M, S, Y1, x1, y1
416, 3.4404, 3.4404, 3.4404, ramp_w, 2.44, 0.2815, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
417, 3.46986, 3.46986, 3.46986, ramp_w, 2.476, 0.2814, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
418, 3.49957, 3.49957, 3.49957, ramp_w, 2.48, 0.2814, 0.2905, NaN, NaN, NaN, NaN, NaN, NaN
419, 3.52953, 3.52953, 3.52953, ramp_w, 2.523, 0.282, 0.2911, NaN, NaN, NaN, NaN, NaN, NaN
420, 3.55975, 3.55975, 3.55975, ramp_w, 2.521, 0.2819, 0.2911, NaN, NaN, NaN, NaN, NaN, NaN
421, 3.59023, 3.59023, 3.59023, ramp_w, 2.563, 0.2823, 0.2919, NaN, NaN, NaN, NaN, NaN, NaN
422, 3.62097, 3.62097, 3.62097, ramp_w, 2.565, 0.2823, 0.292, NaN, NaN, NaN, NaN, NaN, NaN
423, 3.65198, 3.65198, 3.65198, ramp_w, 2.567, 0.2824, 0.2919, NaN, NaN, NaN, NaN, NaN, NaN
424, 3.68324, 3.68324, 3.68324, ramp_w, 2.603, 0.2819, 0.2905, NaN, NaN, NaN, NaN, NaN, NaN
425, 3.71478, 3.71478, 3.71478, ramp_w, 2.602, 0.282, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
426, 3.74659, 3.74659, 3.74659, ramp_w, 2.599, 0.2817, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
427, 3.77867, 3.77867, 3.77867, ramp_w, 2.689, 0.2815, 0.291, NaN, NaN, NaN, NaN, NaN, NaN
428, 3.81102, 3.81102, 3.81102, ramp_w, 2.687, 0.2816, 0.2909, NaN, NaN, NaN, NaN, NaN, NaN
429, 3.84365, 3.84365, 3.84365, ramp_w, 2.75, 0.2815, 0.2909, NaN, NaN, NaN, NaN, NaN, NaN
430, 3.87656, 3.87656, 3.87656, ramp_w, 2.746, 0.2814, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
431, 3.90975, 3.90975, 3.90975, ramp_w, 2.835, 0.2814, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
432, 3.94323, 3.94323, 3.94323, ramp_w, 2.905, 0.2813, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
433, 3.97699, 3.97699, 3.97699, ramp_w, 2.906, 0.2814, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
434, 4.01104, 4.01104, 4.01104, ramp_w, 2.932, 0.2815, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
435, 4.04539, 4.04539, 4.04539, ramp_w, 2.929, 0.2813, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
436, 4.08002, 4.08002, 4.08002, ramp_w, 3.025, 0.2809, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
437, 4.11496, 4.11496, 4.11496, ramp_w, 3.021, 0.2808, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
438, 4.15019, 4.15019, 4.15019, ramp_w, 3.021, 0.2806, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
439, 4.18572, 4.18572, 4.18572, ramp_w, 3.067, 0.2796, 0.2871, NaN, NaN, NaN, NaN, NaN, NaN
440, 4.22156, 4.22156, 4.22156, ramp_w, 3.066, 0.2797, 0.2872, NaN, NaN, NaN, NaN, NaN, NaN
441, 4.25771, 4.25771, 4.25771, ramp_w, 3.067, 0.2797, 0.2871, NaN, NaN, NaN, NaN, NaN, NaN
442, 4.29416, 4.29416, 4.29416, ramp_w, 3.066, 0.2797, 0.2871, NaN, NaN, NaN, NaN, NaN, NaN
443, 4.33093, 4.33093, 4.33093, ramp_w, 3.101, 0.2803, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
444, 4.36801, 4.36801, 4.36801, ramp_w, 3.198, 0.2819, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
445, 4.40541, 4.40541, 4.40541, ramp_w, 3.198, 0.2821, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
446, 4.44313, 4.44313, 4.44313, ramp_w, 3.231, 0.282, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
447, 4.48118, 4.48118, 4.48118, ramp_w, 3.311, 0.2818, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
448, 4.51954, 4.51954, 4.51954, ramp_w, 3.313, 0.2819, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
449, 4.55824, 4.55824, 4.55824, ramp_w, 3.313, 0.2819, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
450, 4.59727, 4.59727, 4.59727, ramp_w, 3.315, 0.282, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
451, 4.63663, 4.63663, 4.63663, ramp_w, 3.498, 0.2819, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
452, 4.67633, 4.67633, 4.67633, ramp_w, 3.541, 0.2818, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
453, 4.71637, 4.71637, 4.71637, ramp_w, 3.542, 0.2819, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
454, 4.75675, 4.75675, 4.75675, ramp_w, 3.59, 0.2818, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
455, 4.79748, 4.79748, 4.79748, ramp_w, 3.596, 0.2818, 0.2906, NaN, NaN, NaN, NaN, NaN, NaN
456, 4.83856, 4.83856, 4.83856, ramp_w, 3.684, 0.2817, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
457, 4.87999, 4.87999, 4.87999, ramp_w, 3.738, 0.2818, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
458, 4.92177, 4.92177, 4.92177, ramp_w, 3.74, 0.2818, 0.2908, NaN, NaN, NaN, NaN, NaN, NaN
459, 4.96391, 4.96391, 4.96391, ramp_w, 3.739, 0.2818, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
460, 5.00641, 5.00641, 5.00641, ramp_w, 3.737, 0.2818, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
461, 5.04928, 5.04928, 5.04928, ramp_w, 3.739, 0.2818, 0.2908, NaN, NaN, NaN, NaN, NaN, NaN
462, 5.09251, 5.09251, 5.09251, ramp_w, 3.774, 0.2816, 0.2872, NaN, NaN, NaN, NaN, NaN, NaN
463, 5.13612, 5.13612, 5.13612, ramp_w, 3.773, 0.2816, 0.2872, NaN, NaN, NaN, NaN, NaN, NaN
464, 5.18009, 5.18009, 5.18009, ramp_w, 3.886, 0.2817, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
465, 5.22444, 5.22444, 5.22444, ramp_w, 3.885, 0.2817, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
466, 5.26918, 5.26918, 5.26918, ramp_w, 3.958, 0.2819, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
467, 5.31429, 5.31429, 5.31429, ramp_w, 4.064, 0.2823, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
468, 5.35979, 5.35979, 5.35979, ramp_w, 4.066, 0.2822, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
469, 5.40569, 5.40569, 5.40569, ramp_w, 4.176, 0.2818, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
470, 5.45197, 5.45197, 5.45197, ramp_w, 4.256, 0.282, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
471, 5.49865, 5.49865, 5.49865, ramp_w, 4.257, 0.282, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
472, 5.54573, 5.54573, 5.54573, ramp_w, 4.257, 0.282, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
473, 5.59321, 5.59321, 5.59321, ramp_w, 4.256, 0.2821, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
474, 5.6411, 5.6411, 5.6411, ramp_w, 4.367, 0.2822, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
475, 5.6894, 5.6894, 5.6894, ramp_w, 4.387, 0.2822, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
476, 5.73812, 5.73812, 5.73812, ramp_w, 4.388, 0.2822, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
477, 5.78725, 5.78725, 5.78725, ramp_w, 4.386, 0.2822, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
478, 5.8368, 5.8368, 5.8368, ramp_w, 4.465, 0.282, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
479, 5.88678, 5.88678, 5.88678, ramp_w, 4.461, 0.282, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
480, 5.93718, 5.93718, 5.93718, ramp_w, 4.571, 0.282, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
481, 5.98802, 5.98802, 5.98802, ramp_w, 4.68, 0.2816, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
482, 6.03929, 6.03929, 6.03929, ramp_w, 4.68, 0.2816, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
483, 6.09099, 6.09099, 6.09099, ramp_w, 4.682, 0.2816, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
484, 6.14315, 6.14315, 6.14315, ramp_w, 4.679, 0.2815, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
485, 6.19575, 6.19575, 6.19575, ramp_w, 4.868, 0.2821, 0.2905, NaN, NaN, NaN, NaN, NaN, NaN
486, 6.24879, 6.24879, 6.24879, ramp_w, 4.952, 0.2826, 0.2906, NaN, NaN, NaN, NaN, NaN, NaN
487, 6.3023, 6.3023, 6.3023, ramp_w, 4.952, 0.2826, 0.2905, NaN, NaN, NaN, NaN, NaN, NaN
488, 6.35626, 6.35626, 6.35626, ramp_w, 5.004, 0.2825, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
489, 6.41068, 6.41068, 6.41068, ramp_w, 5.107, 0.2815, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
490, 6.46557, 6.46557, 6.46557, ramp_w, 5.107, 0.2816, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
491, 6.52093, 6.52093, 6.52093, ramp_w, 5.136, 0.2812, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
492, 6.57676, 6.57676, 6.57676, ramp_w, 5.17, 0.2816, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
493, 6.63308, 6.63308, 6.63308, ramp_w, 5.171, 0.2816, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
494, 6.68987, 6.68987, 6.68987, ramp_w, 5.175, 0.2816, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
495, 6.74715, 6.74715, 6.74715, ramp_w, 5.174, 0.2816, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
496, 6.80492, 6.80492, 6.80492, ramp_w, 5.306, 0.2823, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
497, 6.86318, 6.86318, 6.86318, ramp_w, 5.418, 0.2824, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
498, 6.92195, 6.92195, 6.92195, ramp_w, 5.418, 0.2824, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
499, 6.98121, 6.98121, 6.98121, ramp_w, 5.647, 0.2828, 0.2911, NaN, NaN, NaN, NaN, NaN, NaN
500, 7.04099, 7.04099, 7.04099, ramp_w, 5.694, 0.2829, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
501, 7.10128, 7.10128, 7.10128, ramp_w, 5.695, 0.2828, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
502, 7.16208, 7.16208, 7.16208, ramp_w, 5.772, 0.2819, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
503, 7.2234, 7.2234, 7.2234, ramp_w, 5.866, 0.2814, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
504, 7.28525, 7.28525, 7.28525, ramp_w, 5.868, 0.2814, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
505, 7.34763, 7.34763, 7.34763, ramp_w, 5.865, 0.2814, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
506, 7.41054, 7.41054, 7.41054, ramp_w, 5.964, 0.2827, 0.292, NaN, NaN, NaN, NaN, NaN, NaN
507, 7.47399, 7.47399, 7.47399, ramp_w, 5.964, 0.2828, 0.292, NaN, NaN, NaN, NaN, NaN, NaN
508, 7.53798, 7.53798, 7.53798, ramp_w, 5.99, 0.2827, 0.2916, NaN, NaN, NaN, NaN, NaN, NaN
509, 7.60252, 7.60252, 7.60252, ramp_w, 6.085, 0.2826, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
510, 7.66762, 7.66762, 7.66762, ramp_w, 6.091, 0.2826, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
511, 7.73327, 7.73327, 7.73327, ramp_w, 6.184, 0.2813, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
512, 7.79948, 7.79948, 7.79948, ramp_w, 6.314, 0.2811, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
513, 7.86626, 7.86626, 7.86626, ramp_w, 6.324, 0.2811, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
514, 7.93361, 7.93361, 7.93361, ramp_w, 6.465, 0.2814, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
515, 8.00154, 8.00154, 8.00154, ramp_w, 6.466, 0.2814, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
516, 8.07005, 8.07005, 8.07005, ramp_w, 6.463, 0.2814, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
517, 8.13915, 8.13915, 8.13915, ramp_w, 6.614, 0.2821, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
518, 8.20884, 8.20884, 8.20884, ramp_w, 6.717, 0.2819, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
519, 8.27913, 8.27913, 8.27913, ramp_w, 6.722, 0.282, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
520, 8.35001, 8.35001, 8.35001, ramp_w, 6.802, 0.2817, 0.2906, NaN, NaN, NaN, NaN, NaN, NaN
521, 8.42151, 8.42151, 8.42151, ramp_w, 6.805, 0.2817, 0.2906, NaN, NaN, NaN, NaN, NaN, NaN
522, 8.49361, 8.49361, 8.49361, ramp_w, 6.803, 0.2817, 0.2906, NaN, NaN, NaN, NaN, NaN, NaN
523, 8.56634, 8.56634, 8.56634, ramp_w, 6.89, 0.2825, 0.2906, NaN, NaN, NaN, NaN, NaN, NaN
524, 8.63968, 8.63968, 8.63968, ramp_w, 6.992, 0.2821, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
525, 8.71366, 8.71366, 8.71366, ramp_w, 6.996, 0.2821, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
526, 8.78827, 8.78827, 8.78827, ramp_w, 6.988, 0.2821, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
527, 8.86351, 8.86351, 8.86351, ramp_w, 7.284, 0.2825, 0.2913, NaN, NaN, NaN, NaN, NaN, NaN
528, 8.9394, 8.9394, 8.9394, ramp_w, 7.287, 0.2824, 0.2913, NaN, NaN, NaN, NaN, NaN, NaN
529, 9.01594, 9.01594, 9.01594, ramp_w, 7.378, 0.2818, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
530, 9.09314, 9.09314, 9.09314, ramp_w, 7.485, 0.2815, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
531, 9.171, 9.171, 9.171, ramp_w, 7.49, 0.2814, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
532, 9.24952, 9.24952, 9.24952, ramp_w, 7.571, 0.2816, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
533, 9.32872, 9.32872, 9.32872, ramp_w, 7.637, 0.2824, 0.2909, NaN, NaN, NaN, NaN, NaN, NaN
534, 9.40859, 9.40859, 9.40859, ramp_w, 7.63, 0.2823, 0.2909, NaN, NaN, NaN, NaN, NaN, NaN
535, 9.48915, 9.48915, 9.48915, ramp_w, 7.634, 0.2823, 0.2909, NaN, NaN, NaN, NaN, NaN, NaN
536, 9.5704, 9.5704, 9.5704, ramp_w, 7.632, 0.2823, 0.291, NaN, NaN, NaN, NaN, NaN, NaN
537, 9.65234, 9.65234, 9.65234, ramp_w, 7.915, 0.2818, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
538, 9.73498, 9.73498, 9.73498, ramp_w, 7.916, 0.2818, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
539, 9.81834, 9.81834, 9.81834, ramp_w, 8.097, 0.2819, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
540, 9.9024, 9.9024, 9.9024, ramp_w, 8.258, 0.2817, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
541, 9.98719, 9.98719, 9.98719, ramp_w, 8.258, 0.2818, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
542, 10.0727, 10.0727, 10.0727, ramp_w, 8.342, 0.2812, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
543, 10.1589, 10.1589, 10.1589, ramp_w, 8.5, 0.2819, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
544, 10.2459, 10.2459, 10.2459, ramp_w, 8.5, 0.2819, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
545, 10.3337, 10.3337, 10.3337, ramp_w, 8.647, 0.2815, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
546, 10.4221, 10.4221, 10.4221, ramp_w, 8.64, 0.2815, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
547, 10.5114, 10.5114, 10.5114, ramp_w, 8.643, 0.2816, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
548, 10.6014, 10.6014, 10.6014, ramp_w, 8.713, 0.2818, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
549, 10.6921, 10.6921, 10.6921, ramp_w, 8.859, 0.2819, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
550, 10.7837, 10.7837, 10.7837, ramp_w, 8.86, 0.2819, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
551, 10.876, 10.876, 10.876, ramp_w, 8.954, 0.2819, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
552, 10.9691, 10.9691, 10.9691, ramp_w, 9.167, 0.2818, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
553, 11.0631, 11.0631, 11.0631, ramp_w, 9.349, 0.2819, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
554, 11.1578, 11.1578, 11.1578, ramp_w, 9.35, 0.2818, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
555, 11.2533, 11.2533, 11.2533, ramp_w, 9.506, 0.2818, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
556, 11.3497, 11.3497, 11.3497, ramp_w, 9.513, 0.2818, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
557, 11.4469, 11.4469, 11.4469, ramp_w, 9.513, 0.2818, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
558, 11.5449, 11.5449, 11.5449, ramp_w, 9.673, 0.2817, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
559, 11.6437, 11.6437, 11.6437, ramp_w, 9.672, 0.2818, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
560, 11.7434, 11.7434, 11.7434, ramp_w, 9.67, 0.2817, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
561, 11.844, 11.844, 11.844, ramp_w, 9.89, 0.2817, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
562, 11.9454, 11.9454, 11.9454, ramp_w, 10.033, 0.2818, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
563, 12.0476, 12.0476, 12.0476, ramp_w, 10.234, 0.2821, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
564, 12.1508, 12.1508, 12.1508, ramp_w, 10.237, 0.2822, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
565, 12.2548, 12.2548, 12.2548, ramp_w, 10.476, 0.2824, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
566, 12.3598, 12.3598, 12.3598, ramp_w, 10.477, 0.2823, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
567, 12.4656, 12.4656, 12.4656, ramp_w, 10.477, 0.2823, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
568, 12.5723, 12.5723, 12.5723, ramp_w, 10.685, 0.2815, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
569, 12.68, 12.68, 12.68, ramp_w, 10.825, 0.2812, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
570, 12.7885, 12.7885, 12.7885, ramp_w, 10.825, 0.2812, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
571, 12.898, 12.898, 12.898, ramp_w, 10.822, 0.2813, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
572, 13.0085, 13.0085, 13.0085, ramp_w, 10.974, 0.2813, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
573, 13.1198, 13.1198, 13.1198, ramp_w, 11.096, 0.2817, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
574, 13.2322, 13.2322, 13.2322, ramp_w, 11.093, 0.2817, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
575, 13.3455, 13.3455, 13.3455, ramp_w, 11.217, 0.2817, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
576, 13.4597, 13.4597, 13.4597, ramp_w, 11.216, 0.2818, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
577, 13.575, 13.575, 13.575, ramp_w, 11.575, 0.2824, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
578, 13.6912, 13.6912, 13.6912, ramp_w, 11.581, 0.2824, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
579, 13.8084, 13.8084, 13.8084, ramp_w, 11.725, 0.2826, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
580, 13.9267, 13.9267, 13.9267, ramp_w, 11.783, 0.2817, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
581, 14.0459, 14.0459, 14.0459, ramp_w, 11.782, 0.2818, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
582, 14.1662, 14.1662, 14.1662, ramp_w, 11.784, 0.2818, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
583, 14.2875, 14.2875, 14.2875, ramp_w, 12.04, 0.2822, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
584, 14.4098, 14.4098, 14.4098, ramp_w, 12.268, 0.2825, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
585, 14.5332, 14.5332, 14.5332, ramp_w, 12.273, 0.2825, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
586, 14.6576, 14.6576, 14.6576, ramp_w, 12.279, 0.2825, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
587, 14.7831, 14.7831, 14.7831, ramp_w, 12.723, 0.2824, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
588, 14.9097, 14.9097, 14.9097, ramp_w, 12.727, 0.2823, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
589, 15.0374, 15.0374, 15.0374, ramp_w, 12.831, 0.2821, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
590, 15.1661, 15.1661, 15.1661, ramp_w, 13.034, 0.2823, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
591, 15.296, 15.296, 15.296, ramp_w, 13.215, 0.2827, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
592, 15.4269, 15.4269, 15.4269, ramp_w, 13.226, 0.2828, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
593, 15.559, 15.559, 15.559, ramp_w, 13.294, 0.2827, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
594, 15.6922, 15.6922, 15.6922, ramp_w, 13.409, 0.2825, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
595, 15.8266, 15.8266, 15.8266, ramp_w, 13.397, 0.2825, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
596, 15.9621, 15.9621, 15.9621, ramp_w, 13.413, 0.2824, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
597, 16.0988, 16.0988, 16.0988, ramp_w, 13.994, 0.2823, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
598, 16.2366, 16.2366, 16.2366, ramp_w, 14.114, 0.282, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
599, 16.3756, 16.3756, 16.3756, ramp_w, 14.295, 0.2825, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
600, 16.5159, 16.5159, 16.5159, ramp_w, 14.293, 0.2825, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
601, 16.6573, 16.6573, 16.6573, ramp_w, 14.522, 0.2825, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
602, 16.7999, 16.7999, 16.7999, ramp_w, 14.514, 0.2826, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
603, 16.9437, 16.9437, 16.9437, ramp_w, 14.645, 0.2822, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
604, 17.0888, 17.0888, 17.0888, ramp_w, 14.664, 0.2823, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
605, 17.2351, 17.2351, 17.2351, ramp_w, 14.651, 0.2821, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
606, 17.3827, 17.3827, 17.3827, ramp_w, 15.299, 0.2823, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
607, 17.5315, 17.5315, 17.5315, ramp_w, 15.3, 0.2823, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
608, 17.6816, 17.6816, 17.6816, ramp_w, 15.515, 0.2826, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
609, 17.833, 17.833, 17.833, ramp_w, 15.744, 0.2826, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
610, 17.9857, 17.9857, 17.9857, ramp_w, 15.895, 0.2823, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
611, 18.1397, 18.1397, 18.1397, ramp_w, 15.903, 0.2824, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
612, 18.295, 18.295, 18.295, ramp_w, 15.917, 0.2823, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
613, 18.4517, 18.4517, 18.4517, ramp_w, 16.085, 0.2828, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
614, 18.6097, 18.6097, 18.6097, ramp_w, 16.076, 0.2828, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
615, 18.769, 18.769, 18.769, ramp_w, 16.068, 0.2827, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
616, 18.9297, 18.9297, 18.9297, ramp_w, 16.659, 0.2826, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
617, 19.0918, 19.0918, 19.0918, ramp_w, 16.932, 0.2821, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
618, 19.2552, 19.2552, 19.2552, ramp_w, 17.111, 0.2823, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
619, 19.4201, 19.4201, 19.4201, ramp_w, 17.111, 0.2823, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
620, 19.5864, 19.5864, 19.5864, ramp_w, 17.268, 0.2823, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
621, 19.7541, 19.7541, 19.7541, ramp_w, 17.282, 0.2821, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
622, 19.9232, 19.9232, 19.9232, ramp_w, 17.395, 0.2819, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
623, 20.0938, 20.0938, 20.0938, ramp_w, 17.386, 0.2819, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
624, 20.2659, 20.2659, 20.2659, ramp_w, 17.395, 0.282, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
