idx, R, G, B, type, Y, x, y, L, M, S, Y1, x1, y1
207, 0.579096, 0.579096, 0.579096, ramp_w, 0.365, 0.2807, 0.2987, NaN, NaN, NaN, NaN, NaN, NaN
208, 0.584054, 0.584054, 0.584054, ramp_w, 0.371, 0.2809, 0.2978, NaN, NaN, NaN, NaN, NaN, NaN
209, 0.589055, 0.589055, 0.589055, ramp_w, 0.371, 0.2808, 0.2985, NaN, NaN, NaN, NaN, NaN, NaN
210, 0.594099, 0.594099, 0.594099, ramp_w, 0.372, 0.2809, 0.2986, NaN, NaN, NaN, NaN, NaN, NaN
211, 0.599185, 0.599185, 0.599185, ramp_w, 0.377, 0.2805, 0.2987, NaN, NaN, NaN, NaN, NaN, NaN
212, 0.604316, 0.604316, 0.604316, ramp_w, 0.378, 0.2815, 0.2981, NaN, NaN, NaN, NaN, NaN, NaN
213, 0.60949, 0.60949, 0.60949, ramp_w, 0.377, 0.2804, 0.2978, NaN, NaN, NaN, NaN, NaN, NaN
214, 0.614709, 0.614709, 0.614709, ramp_w, 0.375, 0.281, 0.2976, NaN, NaN, NaN, NaN, NaN, NaN
215, 0.619972, 0.619972, 0.619972, ramp_w, 0.378, 0.2806, 0.2988, NaN, NaN, NaN, NaN, NaN, NaN
216, 0.62528, 0.62528, 0.62528, ramp_w, 0.388, 0.2777, 0.296, NaN, NaN, NaN, NaN, NaN, NaN
217, 0.630634, 0.630634, 0.630634, ramp_w, 0.386, 0.2779, 0.2947, NaN, NaN, NaN, NaN, NaN, NaN
218, 0.636033, 0.636033, 0.636033, ramp_w, 0.394, 0.278, 0.2945, NaN, NaN, NaN, NaN, NaN, NaN
219, 0.641479, 0.641479, 0.641479, ramp_w, 0.394, 0.2773, 0.2945, NaN, NaN, NaN, NaN, NaN, NaN
220, 0.646972, 0.646972, 0.646972, ramp_w, 0.395, 0.2778, 0.295, NaN, NaN, NaN, NaN, NaN, NaN
221, 0.652511, 0.652511, 0.652511, ramp_w, 0.399, 0.2786, 0.2949, NaN, NaN, NaN, NaN, NaN, NaN
222, 0.658098, 0.658098, 0.658098, ramp_w, 0.399, 0.2789, 0.296, NaN, NaN, NaN, NaN, NaN, NaN
223, 0.663733, 0.663733, 0.663733, ramp_w, 0.405, 0.2818, 0.2941, NaN, NaN, NaN, NaN, NaN, NaN
224, 0.669416, 0.669416, 0.669416, ramp_w, 0.403, 0.2804, 0.295, NaN, NaN, NaN, NaN, NaN, NaN
225, 0.675148, 0.675148, 0.675148, ramp_w, 0.405, 0.2801, 0.2954, NaN, NaN, NaN, NaN, NaN, NaN
226, 0.680928, 0.680928, 0.680928, ramp_w, 0.403, 0.281, 0.2942, NaN, NaN, NaN, NaN, NaN, NaN
227, 0.686758, 0.686758, 0.686758, ramp_w, 0.404, 0.2806, 0.2945, NaN, NaN, NaN, NaN, NaN, NaN
228, 0.692639, 0.692639, 0.692639, ramp_w, 0.402, 0.2803, 0.2934, NaN, NaN, NaN, NaN, NaN, NaN
229, 0.698569, 0.698569, 0.698569, ramp_w, 0.405, 0.2809, 0.2948, NaN, NaN, NaN, NaN, NaN, NaN
230, 0.70455, 0.70455, 0.70455, ramp_w, 0.404, 0.2811, 0.2958, NaN, NaN, NaN, NaN, NaN, NaN
231, 0.710583, 0.710583, 0.710583, ramp_w, 0.403, 0.2812, 0.2944, NaN, NaN, NaN, NaN, NaN, NaN
232, 0.716667, 0.716667, 0.716667, ramp_w, 0.405, 0.2808, 0.2954, NaN, NaN, NaN, NaN, NaN, NaN
233, 0.722803, 0.722803, 0.722803, ramp_w, 0.418, 0.2824, 0.2958, NaN, NaN, NaN, NaN, NaN, NaN
234, 0.728992, 0.728992, 0.728992, ramp_w, 0.414, 0.2815, 0.2951, NaN, NaN, NaN, NaN, NaN, NaN
235, 0.735234, 0.735234, 0.735234, ramp_w, 0.415, 0.2823, 0.2958, NaN, NaN, NaN, NaN, NaN, NaN
236, 0.741529, 0.741529, 0.741529, ramp_w, 0.426, 0.2828, 0.296, NaN, NaN, NaN, NaN, NaN, NaN
237, 0.747878, 0.747878, 0.747878, ramp_w, 0.429, 0.2828, 0.2981, NaN, NaN, NaN, NaN, NaN, NaN
238, 0.754281, 0.754281, 0.754281, ramp_w, 0.447, 0.2808, 0.2933, NaN, NaN, NaN, NaN, NaN, NaN
239, 0.76074, 0.76074, 0.76074, ramp_w, 0.447, 0.2803, 0.2941, NaN, NaN, NaN, NaN, NaN, NaN
240, 0.767253, 0.767253, 0.767253, ramp_w, 0.454, 0.2793, 0.2921, NaN, NaN, NaN, NaN, NaN, NaN
241, 0.773823, 0.773823, 0.773823, ramp_w, 0.454, 0.2783, 0.2918, NaN, NaN, NaN, NaN, NaN, NaN
242, 0.780448, 0.780448, 0.780448, ramp_w, 0.457, 0.2798, 0.2933, NaN, NaN, NaN, NaN, NaN, NaN
243, 0.787131, 0.787131, 0.787131, ramp_w, 0.467, 0.2792, 0.2917, NaN, NaN, NaN, NaN, NaN, NaN
244, 0.79387, 0.79387, 0.79387, ramp_w, 0.468, 0.2789, 0.292, NaN, NaN, NaN, NaN, NaN, NaN
245, 0.800667, 0.800667, 0.800667, ramp_w, 0.477, 0.2811, 0.2941, NaN, NaN, NaN, NaN, NaN, NaN
246, 0.807523, 0.807523, 0.807523, ramp_w, 0.476, 0.2821, 0.2938, NaN, NaN, NaN, NaN, NaN, NaN
247, 0.814437, 0.814437, 0.814437, ramp_w, 0.477, 0.2812, 0.2948, NaN, NaN, NaN, NaN, NaN, NaN
248, 0.82141, 0.82141, 0.82141, ramp_w, 0.478, 0.2812, 0.2942, NaN, NaN, NaN, NaN, NaN, NaN
249, 0.828443, 0.828443, 0.828443, ramp_w, 0.477, 0.2818, 0.2948, NaN, NaN, NaN, NaN, NaN, NaN
250, 0.835537, 0.835537, 0.835537, ramp_w, 0.499, 0.2819, 0.2961, NaN, NaN, NaN, NaN, NaN, NaN
251, 0.842691, 0.842691, 0.842691, ramp_w, 0.498, 0.2827, 0.2964, NaN, NaN, NaN, NaN, NaN, NaN
252, 0.849906, 0.849906, 0.849906, ramp_w, 0.516, 0.2819, 0.2962, NaN, NaN, NaN, NaN, NaN, NaN
253, 0.857183, 0.857183, 0.857183, ramp_w, 0.517, 0.2819, 0.2968, NaN, NaN, NaN, NaN, NaN, NaN
254, 0.864522, 0.864522, 0.864522, ramp_w, 0.516, 0.283, 0.2974, NaN, NaN, NaN, NaN, NaN, NaN
255, 0.871924, 0.871924, 0.871924, ramp_w, 0.521, 0.2808, 0.2955, NaN, NaN, NaN, NaN, NaN, NaN
256, 0.87939, 0.87939, 0.87939, ramp_w, 0.521, 0.2804, 0.2957, NaN, NaN, NaN, NaN, NaN, NaN
257, 0.88692, 0.88692, 0.88692, ramp_w, 0.529, 0.2775, 0.2924, NaN, NaN, NaN, NaN, NaN, NaN
258, 0.894513, 0.894513, 0.894513, ramp_w, 0.53, 0.2779, 0.2928, NaN, NaN, NaN, NaN, NaN, NaN
259, 0.902172, 0.902172, 0.902172, ramp_w, 0.538, 0.2781, 0.2905, NaN, NaN, NaN, NaN, NaN, NaN
260, 0.909897, 0.909897, 0.909897, ramp_w, 0.536, 0.2773, 0.2908, NaN, NaN, NaN, NaN, NaN, NaN
261, 0.917688, 0.917688, 0.917688, ramp_w, 0.543, 0.2797, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
262, 0.925545, 0.925545, 0.925545, ramp_w, 0.543, 0.2803, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
263, 0.93347, 0.93347, 0.93347, ramp_w, 0.542, 0.2802, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
264, 0.941462, 0.941462, 0.941462, ramp_w, 0.543, 0.2794, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
265, 0.949523, 0.949523, 0.949523, ramp_w, 0.54, 0.2796, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
266, 0.957653, 0.957653, 0.957653, ramp_w, 0.544, 0.2804, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
267, 0.965853, 0.965853, 0.965853, ramp_w, 0.545, 0.2812, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
268, 0.974123, 0.974123, 0.974123, ramp_w, 0.548, 0.2812, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
269, 0.982463, 0.982463, 0.982463, ramp_w, 0.545, 0.2811, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
270, 0.990875, 0.990875, 0.990875, ramp_w, 0.546, 0.2808, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
271, 0.999359, 0.999359, 0.999359, ramp_w, 0.563, 0.2822, 0.2926, NaN, NaN, NaN, NaN, NaN, NaN
272, 1.00792, 1.00792, 1.00792, ramp_w, 0.562, 0.283, 0.2929, NaN, NaN, NaN, NaN, NaN, NaN
273, 1.01655, 1.01655, 1.01655, ramp_w, 0.571, 0.2831, 0.2945, NaN, NaN, NaN, NaN, NaN, NaN
274, 1.02525, 1.02525, 1.02525, ramp_w, 0.573, 0.2834, 0.2941, NaN, NaN, NaN, NaN, NaN, NaN
275, 1.03403, 1.03403, 1.03403, ramp_w, 0.592, 0.2822, 0.2941, NaN, NaN, NaN, NaN, NaN, NaN
276, 1.04288, 1.04288, 1.04288, ramp_w, 0.594, 0.2824, 0.2938, NaN, NaN, NaN, NaN, NaN, NaN
277, 1.05181, 1.05181, 1.05181, ramp_w, 0.616, 0.2793, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
278, 1.06082, 1.06082, 1.06082, ramp_w, 0.617, 0.2797, 0.2905, NaN, NaN, NaN, NaN, NaN, NaN
279, 1.0699, 1.0699, 1.0699, ramp_w, 0.617, 0.2794, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
280, 1.07906, 1.07906, 1.07906, ramp_w, 0.618, 0.2799, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
281, 1.0883, 1.0883, 1.0883, ramp_w, 0.618, 0.2799, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
282, 1.09762, 1.09762, 1.09762, ramp_w, 0.64, 0.2806, 0.291, NaN, NaN, NaN, NaN, NaN, NaN
283, 1.10702, 1.10702, 1.10702, ramp_w, 0.639, 0.2809, 0.2905, NaN, NaN, NaN, NaN, NaN, NaN
284, 1.11649, 1.11649, 1.11649, ramp_w, 0.654, 0.2828, 0.2935, NaN, NaN, NaN, NaN, NaN, NaN
285, 1.12605, 1.12605, 1.12605, ramp_w, 0.652, 0.2823, 0.2926, NaN, NaN, NaN, NaN, NaN, NaN
286, 1.13569, 1.13569, 1.13569, ramp_w, 0.671, 0.2813, 0.2917, NaN, NaN, NaN, NaN, NaN, NaN
287, 1.14542, 1.14542, 1.14542, ramp_w, 0.672, 0.2815, 0.291, NaN, NaN, NaN, NaN, NaN, NaN
288, 1.15523, 1.15523, 1.15523, ramp_w, 0.692, 0.2816, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
289, 1.16512, 1.16512, 1.16512, ramp_w, 0.693, 0.2809, 0.2909, NaN, NaN, NaN, NaN, NaN, NaN
290, 1.17509, 1.17509, 1.17509, ramp_w, 0.693, 0.2813, 0.2906, NaN, NaN, NaN, NaN, NaN, NaN
291, 1.18515, 1.18515, 1.18515, ramp_w, 0.708, 0.2807, 0.291, NaN, NaN, NaN, NaN, NaN, NaN
292, 1.1953, 1.1953, 1.1953, ramp_w, 0.707, 0.2809, 0.2912, NaN, NaN, NaN, NaN, NaN, NaN
293, 1.20554, 1.20554, 1.20554, ramp_w, 0.725, 0.281, 0.2927, NaN, NaN, NaN, NaN, NaN, NaN
294, 1.21586, 1.21586, 1.21586, ramp_w, 0.724, 0.281, 0.2919, NaN, NaN, NaN, NaN, NaN, NaN
295, 1.22627, 1.22627, 1.22627, ramp_w, 0.723, 0.2815, 0.292, NaN, NaN, NaN, NaN, NaN, NaN
296, 1.23677, 1.23677, 1.23677, ramp_w, 0.725, 0.2813, 0.2926, NaN, NaN, NaN, NaN, NaN, NaN
297, 1.24736, 1.24736, 1.24736, ramp_w, 0.752, 0.2822, 0.2915, NaN, NaN, NaN, NaN, NaN, NaN
298, 1.25804, 1.25804, 1.25804, ramp_w, 0.749, 0.2816, 0.2905, NaN, NaN, NaN, NaN, NaN, NaN
299, 1.26881, 1.26881, 1.26881, ramp_w, 0.758, 0.2829, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
300, 1.27967, 1.27967, 1.27967, ramp_w, 0.759, 0.2831, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
301, 1.29063, 1.29063, 1.29063, ramp_w, 0.757, 0.2824, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
302, 1.30168, 1.30168, 1.30168, ramp_w, 0.758, 0.2824, 0.2904, NaN, NaN, NaN, NaN, NaN, NaN
303, 1.31283, 1.31283, 1.31283, ramp_w, 0.768, 0.2822, 0.2909, NaN, NaN, NaN, NaN, NaN, NaN
304, 1.32407, 1.32407, 1.32407, ramp_w, 0.77, 0.2824, 0.2914, NaN, NaN, NaN, NaN, NaN, NaN
305, 1.3354, 1.3354, 1.3354, ramp_w, 0.782, 0.2814, 0.2915, NaN, NaN, NaN, NaN, NaN, NaN
306, 1.34684, 1.34684, 1.34684, ramp_w, 0.781, 0.2817, 0.2914, NaN, NaN, NaN, NaN, NaN, NaN
307, 1.35837, 1.35837, 1.35837, ramp_w, 0.808, 0.2816, 0.2917, NaN, NaN, NaN, NaN, NaN, NaN
308, 1.37, 1.37, 1.37, ramp_w, 0.807, 0.2813, 0.2918, NaN, NaN, NaN, NaN, NaN, NaN
309, 1.38173, 1.38173, 1.38173, ramp_w, 0.808, 0.2815, 0.2923, NaN, NaN, NaN, NaN, NaN, NaN
310, 1.39356, 1.39356, 1.39356, ramp_w, 0.808, 0.281, 0.2922, NaN, NaN, NaN, NaN, NaN, NaN
311, 1.40549, 1.40549, 1.40549, ramp_w, 0.849, 0.2826, 0.2912, NaN, NaN, NaN, NaN, NaN, NaN
312, 1.41753, 1.41753, 1.41753, ramp_w, 0.847, 0.2818, 0.2911, NaN, NaN, NaN, NaN, NaN, NaN
313, 1.42966, 1.42966, 1.42966, ramp_w, 0.865, 0.2818, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
314, 1.4419, 1.4419, 1.4419, ramp_w, 0.861, 0.2814, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
315, 1.45425, 1.45425, 1.45425, ramp_w, 0.874, 0.28, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
316, 1.4667, 1.4667, 1.4667, ramp_w, 0.873, 0.2799, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
317, 1.47926, 1.47926, 1.47926, ramp_w, 0.896, 0.2816, 0.2903, NaN, NaN, NaN, NaN, NaN, NaN
318, 1.49193, 1.49193, 1.49193, ramp_w, 0.898, 0.2817, 0.2908, NaN, NaN, NaN, NaN, NaN, NaN
319, 1.5047, 1.5047, 1.5047, ramp_w, 0.899, 0.2814, 0.2908, NaN, NaN, NaN, NaN, NaN, NaN
320, 1.51758, 1.51758, 1.51758, ramp_w, 0.912, 0.2819, 0.2918, NaN, NaN, NaN, NaN, NaN, NaN
321, 1.53058, 1.53058, 1.53058, ramp_w, 0.915, 0.2819, 0.2918, NaN, NaN, NaN, NaN, NaN, NaN
322, 1.54368, 1.54368, 1.54368, ramp_w, 0.928, 0.2813, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
323, 1.5569, 1.5569, 1.5569, ramp_w, 0.931, 0.2817, 0.291, NaN, NaN, NaN, NaN, NaN, NaN
324, 1.57023, 1.57023, 1.57023, ramp_w, 0.932, 0.2814, 0.2911, NaN, NaN, NaN, NaN, NaN, NaN
325, 1.58367, 1.58367, 1.58367, ramp_w, 0.93, 0.2813, 0.2907, NaN, NaN, NaN, NaN, NaN, NaN
326, 1.59723, 1.59723, 1.59723, ramp_w, 0.954, 0.281, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
327, 1.61091, 1.61091, 1.61091, ramp_w, 0.956, 0.2811, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
328, 1.6247, 1.6247, 1.6247, ramp_w, 0.964, 0.2811, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
329, 1.63861, 1.63861, 1.63861, ramp_w, 0.965, 0.2809, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
330, 1.65264, 1.65264, 1.65264, ramp_w, 0.964, 0.2809, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
331, 1.66679, 1.66679, 1.66679, ramp_w, 0.964, 0.2813, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
332, 1.68107, 1.68107, 1.68107, ramp_w, 0.966, 0.2812, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
333, 1.69546, 1.69546, 1.69546, ramp_w, 0.964, 0.2809, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
334, 1.70998, 1.70998, 1.70998, ramp_w, 0.98, 0.2813, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
335, 1.72462, 1.72462, 1.72462, ramp_w, 0.981, 0.2812, 0.2891, NaN, NaN, NaN, NaN, NaN, NaN
336, 1.73938, 1.73938, 1.73938, ramp_w, 1.016, 0.2822, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
337, 1.75428, 1.75428, 1.75428, ramp_w, 1.018, 0.2825, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
338, 1.7693, 1.7693, 1.7693, ramp_w, 1.014, 0.2822, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
339, 1.78445, 1.78445, 1.78445, ramp_w, 1.018, 0.2822, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
340, 1.79972, 1.79972, 1.79972, ramp_w, 1.042, 0.2831, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
341, 1.81513, 1.81513, 1.81513, ramp_w, 1.042, 0.2828, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
342, 1.83068, 1.83068, 1.83068, ramp_w, 1.067, 0.2832, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
343, 1.84635, 1.84635, 1.84635, ramp_w, 1.068, 0.2831, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
344, 1.86216, 1.86216, 1.86216, ramp_w, 1.092, 0.2828, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
345, 1.8781, 1.8781, 1.8781, ramp_w, 1.092, 0.283, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
346, 1.89418, 1.89418, 1.89418, ramp_w, 1.113, 0.2815, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
347, 1.9104, 1.9104, 1.9104, ramp_w, 1.134, 0.2804, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
348, 1.92676, 1.92676, 1.92676, ramp_w, 1.133, 0.2803, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
349, 1.94326, 1.94326, 1.94326, ramp_w, 1.132, 0.2803, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
350, 1.95989, 1.95989, 1.95989, ramp_w, 1.159, 0.2813, 0.2865, NaN, NaN, NaN, NaN, NaN, NaN
351, 1.97668, 1.97668, 1.97668, ramp_w, 1.16, 0.2814, 0.2868, NaN, NaN, NaN, NaN, NaN, NaN
352, 1.9936, 1.9936, 1.9936, ramp_w, 1.157, 0.2813, 0.286, NaN, NaN, NaN, NaN, NaN, NaN
353, 2.01067, 2.01067, 2.01067, ramp_w, 1.193, 0.2818, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
354, 2.02789, 2.02789, 2.02789, ramp_w, 1.192, 0.2814, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
355, 2.04525, 2.04525, 2.04525, ramp_w, 1.228, 0.2826, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
356, 2.06276, 2.06276, 2.06276, ramp_w, 1.225, 0.2821, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
357, 2.08042, 2.08042, 2.08042, ramp_w, 1.225, 0.2822, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
358, 2.09824, 2.09824, 2.09824, ramp_w, 1.224, 0.2823, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
359, 2.1162, 2.1162, 2.1162, ramp_w, 1.225, 0.2823, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
360, 2.13432, 2.13432, 2.13432, ramp_w, 1.226, 0.282, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
361, 2.15259, 2.15259, 2.15259, ramp_w, 1.242, 0.2811, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
362, 2.17103, 2.17103, 2.17103, ramp_w, 1.244, 0.2811, 0.289, NaN, NaN, NaN, NaN, NaN, NaN
363, 2.18961, 2.18961, 2.18961, ramp_w, 1.339, 0.2821, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
364, 2.20836, 2.20836, 2.20836, ramp_w, 1.34, 0.2822, 0.2893, NaN, NaN, NaN, NaN, NaN, NaN
365, 2.22727, 2.22727, 2.22727, ramp_w, 1.34, 0.282, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
366, 2.24634, 2.24634, 2.24634, ramp_w, 1.338, 0.2823, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
367, 2.26557, 2.26557, 2.26557, ramp_w, 1.379, 0.2824, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
368, 2.28497, 2.28497, 2.28497, ramp_w, 1.407, 0.2812, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
369, 2.30454, 2.30454, 2.30454, ramp_w, 1.408, 0.2814, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
370, 2.32427, 2.32427, 2.32427, ramp_w, 1.439, 0.2811, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
371, 2.34417, 2.34417, 2.34417, ramp_w, 1.441, 0.2809, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
372, 2.36424, 2.36424, 2.36424, ramp_w, 1.48, 0.282, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
373, 2.38448, 2.38448, 2.38448, ramp_w, 1.478, 0.282, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
374, 2.4049, 2.4049, 2.4049, ramp_w, 1.513, 0.2821, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
375, 2.42549, 2.42549, 2.42549, ramp_w, 1.514, 0.2822, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
376, 2.44626, 2.44626, 2.44626, ramp_w, 1.563, 0.2813, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
377, 2.4672, 2.4672, 2.4672, ramp_w, 1.562, 0.2813, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
378, 2.48833, 2.48833, 2.48833, ramp_w, 1.562, 0.2811, 0.2898, NaN, NaN, NaN, NaN, NaN, NaN
379, 2.50963, 2.50963, 2.50963, ramp_w, 1.563, 0.2814, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
380, 2.53112, 2.53112, 2.53112, ramp_w, 1.559, 0.281, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
381, 2.55279, 2.55279, 2.55279, ramp_w, 1.587, 0.2808, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
382, 2.57465, 2.57465, 2.57465, ramp_w, 1.586, 0.2806, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
383, 2.5967, 2.5967, 2.5967, ramp_w, 1.612, 0.2801, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
384, 2.61893, 2.61893, 2.61893, ramp_w, 1.612, 0.2801, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
385, 2.64135, 2.64135, 2.64135, ramp_w, 1.654, 0.2808, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
386, 2.66397, 2.66397, 2.66397, ramp_w, 1.653, 0.2808, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
387, 2.68678, 2.68678, 2.68678, ramp_w, 1.698, 0.2806, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
388, 2.70978, 2.70978, 2.70978, ramp_w, 1.703, 0.2808, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
389, 2.73298, 2.73298, 2.73298, ramp_w, 1.817, 0.2803, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
390, 2.75638, 2.75638, 2.75638, ramp_w, 1.816, 0.2801, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
391, 2.77998, 2.77998, 2.77998, ramp_w, 1.815, 0.2802, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
392, 2.80379, 2.80379, 2.80379, ramp_w, 1.88, 0.2819, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
393, 2.82779, 2.82779, 2.82779, ramp_w, 1.879, 0.2816, 0.2902, NaN, NaN, NaN, NaN, NaN, NaN
394, 2.85201, 2.85201, 2.85201, ramp_w, 1.924, 0.2813, 0.2896, NaN, NaN, NaN, NaN, NaN, NaN
395, 2.87642, 2.87642, 2.87642, ramp_w, 1.923, 0.281, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
396, 2.90105, 2.90105, 2.90105, ramp_w, 1.967, 0.2805, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
397, 2.92589, 2.92589, 2.92589, ramp_w, 1.968, 0.2806, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
398, 2.95094, 2.95094, 2.95094, ramp_w, 1.994, 0.2804, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
399, 2.97621, 2.97621, 2.97621, ramp_w, 1.996, 0.2805, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
400, 3.00169, 3.00169, 3.00169, ramp_w, 2.022, 0.2805, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
401, 3.02739, 3.02739, 3.02739, ramp_w, 2.05, 0.2809, 0.2892, NaN, NaN, NaN, NaN, NaN, NaN
402, 3.05332, 3.05332, 3.05332, ramp_w, 2.048, 0.2807, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
403, 3.07946, 3.07946, 3.07946, ramp_w, 2.051, 0.281, 0.2894, NaN, NaN, NaN, NaN, NaN, NaN
404, 3.10583, 3.10583, 3.10583, ramp_w, 2.051, 0.2809, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
405, 3.13242, 3.13242, 3.13242, ramp_w, 2.126, 0.2821, 0.2918, NaN, NaN, NaN, NaN, NaN, NaN
406, 3.15924, 3.15924, 3.15924, ramp_w, 2.129, 0.2822, 0.2918, NaN, NaN, NaN, NaN, NaN, NaN
407, 3.18629, 3.18629, 3.18629, ramp_w, 2.147, 0.2816, 0.2901, NaN, NaN, NaN, NaN, NaN, NaN
408, 3.21357, 3.21357, 3.21357, ramp_w, 2.169, 0.2813, 0.2889, NaN, NaN, NaN, NaN, NaN, NaN
409, 3.24109, 3.24109, 3.24109, ramp_w, 2.168, 0.2812, 0.2888, NaN, NaN, NaN, NaN, NaN, NaN
410, 3.26884, 3.26884, 3.26884, ramp_w, 2.291, 0.2813, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
411, 3.29682, 3.29682, 3.29682, ramp_w, 2.291, 0.2814, 0.29, NaN, NaN, NaN, NaN, NaN, NaN
412, 3.32505, 3.32505, 3.32505, ramp_w, 2.348, 0.2813, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
413, 3.35352, 3.35352, 3.35352, ramp_w, 2.347, 0.2813, 0.2899, NaN, NaN, NaN, NaN, NaN, NaN
414, 3.38224, 3.38224, 3.38224, ramp_w, 2.436, 0.2815, 0.2895, NaN, NaN, NaN, NaN, NaN, NaN
415, 3.41119, 3.41119, 3.41119, ramp_w, 2.437, 0.2814, 0.2897, NaN, NaN, NaN, NaN, NaN, NaN
