Size_Degree,VRR_Frequency,Eccentricity,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low
4,8,0,2.963062868850475,3.1420515902197677,2.7954848552114213,0.009333850920063775,0.010002942987001908,0.008704616677078371
4,8,5,2.2666162933759306,2.3900496095213253,2.142786883450224,0.012830751952562898,0.013713913967435902,0.012048783138923533
4,8,10,1.4560526444161548,1.6351658445726853,1.3014741318614589,0.021634843349326565,0.024679054082983067,0.018874524764901368
4,8,15,1.01480852189173,1.0863929459758699,0.9480223961820456,0.032988260282642796,0.035697897940517455,0.030474747100888565
4,8,20,0.9997530995872986,1.0595662467601992,0.8743164493990229,0.03356562633463659,0.039198616054845155,0.031374443779190395
4,8,25,0.8798062164827375,0.9569277906194619,0.7818707646004708,0.03891652328756869,0.04457705408830431,0.03531342859211052
4,8,30,0.8986450298120121,1.0240176680734554,0.80517840032982,0.03797608363505231,0.04309870639643665,0.03264396564630927
