Size_Degree,VRR_Frequency,FRR,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low
0.5,10,10,0.679414002652263,0.779105249122683,0.58124531246384,0.033911922570663,0.0426962649095945,0.0272589310084952
1,10,10,1.85662857676493,2.0228305432656,1.67368601630062,0.00370999318413862,0.00513125380001811,0.00275482408742113
16,10,10,2.8534959724042,3.07611835634778,2.65204483643633,0.000586177591494434,0.000854385061114783,0.000399843408508054
-1,10,10,3.24358608666754,3.40887540421048,3.07794100990255,0.00031674191538467,0.000398703603902106,0.000271352131452633
0.5,12,11.9,0.538501593767767,0.923045504327039,0.473839594256053,0.0537446136220789,0.063013886775297,0.0246884352074744
1,12,11.9,1.14049245951998,1.2602572344967,1.03409333024324,0.0171070362481827,0.0203796579863205,0.014165548030428
16,12,11.9,4.67025097622792,5.21950528808876,4.15942222640906,0.000764986132235589,0.000820507789073575,0.000764986132235589
-1,12,11.9,3.70971192653183,3.95527645667093,3.35669894245557,0.000970198978004048,0.00120815344281583,0.000872466429793481
0.5,14,13.3,0.473839594256053,0.532525208900708,0.473839594256053,0.0704608163413424,0.0704608163413424,0.0615726234166187
1,14,13.3,0.473839594256053,0.473839594256053,0.473839594256053,0.0704608163413424,0.0704608163413424,0.0704608163413424
16,14,13.3,4.52166601611276,5.31236739045917,4.20452324613017,0.00215512734093455,0.00234218139221834,0.00183369806484842
-1,14,13.3,3.45562291518873,3.61610909646496,3.24172086909009,0.00307297151312217,0.00340568692038599,0.0028680249301556
1,16,14.9,0.473839594256053,0.473839594256053,0.473839594256053,0.0819619933183805,0.0819619933183805,0.0819619933183805
16,16,14.9,2.07640854420471,2.27946619351566,1.90954872709787,0.0133534176843245,0.0149476054232817,0.011792989610446
-1,16,14.9,3.25940846042189,3.42498155457865,3.03893382769534,0.00754683553248815,0.00819424658719463,0.00713280976895278
