Size_Degree,VRR_Frequency,FRR,Luminance,Luminance_high,Luminance_low,Sensitivity,Sensitivity_high,Sensitivity_low
0.5,10,10,0.679414002652263,0.779105249122683,0.58124531246384,27.1687433758454,33.6560369546421,21.2850473508898
1,10,10,1.85662857676493,2.0228305432656,1.67368601630062,130.877066844464,149.656437105987,111.277456112772
16,10,10,2.8534959724042,3.07611835634778,2.65204483643633,256.314562719023,288.268698133064,228.584172693245
-1,10,10,3.24358608666754,3.40887540421048,3.07794100990255,313.186280586938,338.501892620269,288.535867397623
0.5,12,11.9,0.538501593767767,0.923045504327039,0.473839594256053,18.1390640360526,42.133676111251,14.8501253737527
1,12,11.9,1.14049245951998,1.2602572344967,1.03409333024324,58.6551133376534,68.5690584935421,50.3254930008117
16,12,11.9,4.67025097622792,5.21950528808876,4.15942222640906,531.880812105699,632.89956014226,443.749335374063
-1,12,11.9,3.70971192653183,3.95527645667093,3.35669894245557,371.041055166605,410.162883027094,317.324962768848
0.5,14,13.3,0.473839594256053,0.532525208900708,0.473839594256053,14.4137181867241,17.3013791831505,14.4137181867241
1,14,13.3,0.473839594256053,0.473839594256053,0.473839594256053,14.4137181867241,14.4137181867241,14.4137181867241
16,14,13.3,4.52166601611276,5.31236739045917,4.20452324613017,490.794887752953,631.478271879942,438.034831686464
-1,14,13.3,3.45562291518873,3.61610909646496,3.24172086909009,322.312684014108,346.027344402472,291.66035030674
1,16,14.9,0.473839594256053,0.473839594256053,0.473839594256053,13.930648947415,13.930648947415,13.930648947415
16,16,14.9,2.07640854420471,2.27946619351566,1.90954872709787,140.446774231438,162.510892439677,123.20065684193
-1,16,14.9,3.25940846042189,3.42498155457865,3.03893382769534,284.294549337017,307.201473491104,254.799067149189
