Size_Degree,VRR_Frequency,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low
0.5,10,1.5544245163242367,1.7474552496418148,1.4198484694572013,0.02038363233456153,0.022667651649576823,0.01776268661222742
1.0,10,3.5425673794091526,3.748161845812092,3.314749131699915,0.008224725184624648,0.00886999629372039,0.0077137514617858964
16.0,10,3.404480172124329,4.24530598275303,3.2000540456329194,0.008066750725946956,0.00868063949346172,0.006208933424040934
-1.0,10,4.815255747151095,4.993189901596658,4.637327473676838,0.004231936560556606,0.004444532422306039,0.0040366382297546315
0.5,12,1.1199174953436377,1.2184311802299737,0.762134164053579,0.02990227333304047,0.04661350717940371,0.027106093556145933
1.0,12,2.2535945715066643,2.3978914355433365,2.0870423381809156,0.013735425545365302,0.014979923441568524,0.012804436903098768
16.0,12,3.407580970844258,3.5611965273813557,3.236732612410818,0.008058054548198195,0.008564281494535272,0.007647809477487877
-1.0,12,3.7173099229229414,3.9492876897734557,3.4697571847427655,0.005925842648339532,0.006480977298453125,0.005477367754200211
0.5,14,0.7275833270779497,1.3243493365408838,,0.04914804207617118,,0.024592120132649452
1.0,14,1.4563682141785894,1.6349512722711903,1.252095382318745,0.02245380173019881,0.026587155345010157,0.019721049549643477
16.0,14,5.014730809057912,5.504041327935541,3.1372718302513727,0.005094499732882253,0.008886680460412811,0.004560783812481114
-1.0,14,3.8677302066139485,4.129527103727075,3.64359085364084,0.005628017407735256,0.006082133749473889,0.005168510848294578
0.5,16,0.6717063119779914,0.9673212985363209,,0.053822263672680705,,0.03543799319819839
1.0,16,0.8779054041473839,1.0283097743649638,0.7606175466128435,0.039411889031950975,0.046127552350454536,0.033095170940913785
16.0,16,4.544308853354467,5.889705647508267,4.284045217378902,0.00572693325288702,0.006142343290731028,0.004207881123383484
-1.0,16,7.029359795489062,7.437366911391393,6.636950092437563,0.002584876539432627,0.002785933036915135,0.0024014938283699653
