observer,age,session_id,repetition,luminance,frequency,color_direction,alpha,beta,size_ge,trial,contrast,response
dingcheng,24,291,1,20,1,2,0,0,-0.25,6,0.021287,0
dingcheng,24,291,1,20,6,2,0,0,-0.25,9,0.12,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,3,0.082626,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,7,0.096318,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,7,0.014975,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,7,0.513695,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,7,0.069018,1
dingcheng,24,291,1,20,6,1,0,0,-0.25,11,0.466252,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,8,0.043708,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,8,0.606526,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,8,0.063517,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,9,0.042515,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,9,0.060933,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,4,0.071945,0
dingcheng,24,291,1,20,4,3,0,0,-0.25,9,0.706288,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,10,0.060095,0
dingcheng,24,291,1,20,6,1,0,0,-0.25,12,0.447286,0
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,11,0.098918,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,7,0.147783,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,10,0.12,0
dingcheng,24,291,1,20,2,2,0,0,-0.25,11,0.045614,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,10,0.044935,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,11,0.043708,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,11,0.061783,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,12,0.060933,1
dingcheng,24,291,1,20,6,3,0,0,-0.25,10,0.641058,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,8,0.08821,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,9,0.083188,1
dingcheng,24,291,1,20,2,1,0,0,-0.25,11,0.071945,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,12,0.073964,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,12,0.047494,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,13,0.044935,0
dingcheng,24,291,1,20,6,1,0,0,-0.25,13,0.479342,0
dingcheng,24,291,1,20,4,3,0,0,-0.25,10,0.8,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,12,0.046971,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,13,0.076041,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,11,0.767457,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,5,0.08613,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,6,0.10455,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,11,0.589964,0
dingcheng,24,291,1,20,2,2,0,0,-0.25,13,0.052045,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,13,0.060933,1
dingcheng,24,291,1,20,6,1,0,0,-0.25,14,0.506633,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,14,0.062053,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,12,0.8,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,11,0.12,0
dingcheng,24,291,1,20,2,3,0,0,-0.25,9,0.373619,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,7,0.022906,1
dingcheng,24,291,1,20,2,1,0,0,-0.25,14,0.074995,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,14,0.060933,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,15,0.057668,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,10,0.353493,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,16,0.055188,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,14,0.050198,1
dingcheng,24,291,1,20,6,3,0,0,-0.25,12,0.677557,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,7,0.13229,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,8,0.126909,1
dingcheng,24,291,1,20,6,1,0,0,-0.25,15,0.492798,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,9,0.112042,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,8,0.014331,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,15,0.074995,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,8,0.022244,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,8,0.17209,0
dingcheng,24,291,1,20,4,3,0,0,-0.25,13,0.8,0
dingcheng,24,291,1,20,6,2,0,0,-0.25,12,0.12,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,13,0.12,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,15,0.047494,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,9,0.211805,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,9,0.015196,0
dingcheng,24,291,1,20,2,2,0,0,-0.25,17,0.059383,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,14,0.8,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,10,0.016113,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,10,0.079609,0
dingcheng,24,291,1,20,4,3,0,0,-0.25,15,0.8,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,10,0.194923,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,12,0.106007,1
dingcheng,24,291,1,20,1,3,0,0,-0.25,10,0.134134,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,16,0.8,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,11,0.015648,0
dingcheng,24,291,1,20,2,3,0,0,-0.25,11,0.34384,0
dingcheng,24,291,1,20,6,1,0,0,-0.25,16,0.513695,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,16,0.055306,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,12,0.016351,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,15,0.060933,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,11,0.084416,0
dingcheng,24,291,1,20,1,2,0,0,-0.25,9,0.023244,0
dingcheng,24,291,1,20,4,2,0,0,-0.25,12,0.090834,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,16,0.060933,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,13,0.8,0
dingcheng,24,291,1,20,2,2,0,0,-0.25,18,0.057668,0
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,13,0.103112,1
dingcheng,24,291,1,20,2,1,0,0,-0.25,16,0.073964,0
dingcheng,24,291,1,20,4,2,0,0,-0.25,13,0.103641,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,17,0.060933,0
dingcheng,24,291,1,20,6,2,0,0,-0.25,14,0.12,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,11,0.184423,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,12,0.363416,0
dingcheng,24,291,1,20,1,2,0,0,-0.25,10,0.026521,0
dingcheng,24,291,1,20,4,3,0,0,-0.25,17,0.8,0
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,14,0.101695,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,14,0.8,0
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,15,0.10455,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,18,0.061783,0
dingcheng,24,291,1,20,2,3,0,0,-0.25,13,0.389462,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,17,0.074995,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,11,0.034025,1
dingcheng,24,291,1,20,1,3,0,0,-0.25,11,0.123443,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,14,0.435072,0
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,16,0.103112,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,15,0.499668,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,19,0.06115,1
dingcheng,24,291,1,20,2,1,0,0,-0.25,18,0.074995,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,19,0.063517,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,12,0.176921,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,19,0.074995,1
dingcheng,24,291,1,20,6,3,0,0,-0.25,15,0.8,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,13,0.186994,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,20,0.062644,1
dingcheng,24,291,1,20,6,1,0,0,-0.25,17,0.506633,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,16,0.8,0
dingcheng,24,291,1,20,1,2,0,0,-0.25,12,0.030261,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,14,0.12,1
dingcheng,24,291,1,20,1,3,0,0,-0.25,12,0.118422,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,17,0.06998,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,17,0.8,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,13,0.125164,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,15,0.113167,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,14,0.184423,0
dingcheng,24,291,1,20,2,3,0,0,-0.25,16,0.472752,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,15,0.12,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,14,0.123443,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,13,0.016113,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,21,0.061783,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,15,0.192243,0
dingcheng,24,291,1,20,4,2,0,0,-0.25,16,0.12,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,13,0.028123,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,14,0.017086,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,16,0.12,0
dingcheng,24,291,1,20,1,2,0,0,-0.25,14,0.031161,0
dingcheng,24,291,1,20,6,1,0,0,-0.25,18,0.520855,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,17,0.103112,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,20,0.074995,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,17,0.453521,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,18,0.441136,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,21,0.074995,1
dingcheng,24,291,1,20,6,3,0,0,-0.25,18,0.8,0
dingcheng,24,291,1,20,2,3,0,0,-0.25,19,0.459842,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,16,0.208893,1
dingcheng,24,291,1,20,1,3,0,0,-0.25,15,0.121746,0
dingcheng,24,291,1,20,6,2,0,0,-0.25,17,0.12,1
dingcheng,24,291,1,20,6,3,0,0,-0.25,19,0.8,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,18,0.084946,1
dingcheng,24,291,1,20,6,3,0,0,-0.25,20,0.8,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,16,0.125164,0
dingcheng,24,291,1,20,4,3,0,0,-0.25,18,0.8,0
dingcheng,24,291,1,20,1,2,0,0,-0.25,15,0.037701,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,17,0.12,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,18,0.116534,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,17,0.200395,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,18,0.10455,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,19,0.10455,1
dingcheng,24,291,1,20,6,1,0,0,-0.25,19,0.513695,0
dingcheng,24,291,1,20,6,2,0,0,-0.25,18,0.12,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,19,0.12,0
dingcheng,24,291,1,20,2,2,0,0,-0.25,20,0.059383,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,15,0.016351,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,16,0.034527,1
dingcheng,24,291,1,20,6,1,0,0,-0.25,20,0.535478,0
dingcheng,24,291,1,20,6,2,0,0,-0.25,20,0.12,0
dingcheng,24,291,1,20,1,2,0,0,-0.25,17,0.032561,0
dingcheng,24,291,1,20,4,3,0,0,-0.25,19,0.8,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,19,0.078175,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,20,0.073964,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,19,0.114838,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,22,0.074995,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,21,0.8,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,18,0.035037,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,20,0.8,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,17,0.13229,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,21,0.12,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,21,0.070955,1
dingcheng,24,291,1,20,6,3,0,0,-0.25,22,0.8,0
dingcheng,24,291,1,20,2,2,0,0,-0.25,21,0.058519,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,22,0.061783,0
dingcheng,24,291,1,20,6,2,0,0,-0.25,22,0.12,0
dingcheng,24,291,1,20,6,1,0,0,-0.25,21,0.598188,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,23,0.062644,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,16,0.016351,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,23,0.8,0
dingcheng,24,291,1,20,4,2,0,0,-0.25,20,0.118254,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,22,0.068069,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,19,0.034025,0
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,20,0.10455,1
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,24,0.062644,1
dingcheng,24,291,1,20,1,3,0,0,-0.25,18,0.126909,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,17,0.016838,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,22,0.058519,0
dingcheng,24,291,1,20,0.5,1,0,0,-0.25,25,0.061783,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,20,0.036079,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,21,0.116534,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,19,0.125164,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,18,0.016593,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,21,0.10455,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,23,0.059383,1
dingcheng,24,291,1,20,2,1,0,0,-0.25,23,0.074995,1
dingcheng,24,291,1,20,6,1,0,0,-0.25,22,0.565965,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,20,0.453521,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,24,0.8,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,18,0.194923,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,21,0.8,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,20,0.128678,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,21,0.1379,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,23,0.063517,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,21,0.035037,0
dingcheng,24,291,1,20,6,1,0,0,-0.25,23,0.55051,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,24,0.059269,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,22,0.10455,1
dingcheng,24,291,1,20,6,1,0,0,-0.25,24,0.535478,0
dingcheng,24,291,1,20,6,3,0,0,-0.25,25,0.8,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,19,0.016351,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,21,0.466252,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,22,0.118254,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,22,0.459842,0
dingcheng,24,291,1,20,6,1,0,0,-0.25,25,0.558184,1
dingcheng,24,291,1,20,2,3,0,0,-0.25,23,0.472752,0
dingcheng,24,291,1,20,1,2,0,0,-0.25,22,0.038258,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,23,0.12,0
dingcheng,24,291,1,20,2,1,0,0,-0.25,24,0.074995,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,23,0.10455,0
dingcheng,24,291,1,20,6,2,0,0,-0.25,24,0.12,1
dingcheng,24,291,1,20,2,1,0,0,-0.25,25,0.074995,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,24,0.10455,0
dingcheng,24,291,1,20,4,2,0,0,-0.25,23,0.118254,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,19,0.192243,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,23,0.036079,1
dingcheng,24,291,1,20,6,2,0,0,-0.25,25,0.12,0
dingcheng,24,291,1,20,1,3,0,0,-0.25,22,0.160581,1
dingcheng,24,291,1,20,1,3,0,0,-0.25,23,0.149843,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,22,0.8,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,25,0.056858,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,20,0.016351,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,24,0.035554,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,26,0.053795,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,27,0.050898,1
dingcheng,24,291,1,20,1,2,0,0,-0.25,25,0.037153,1
dingcheng,24,291,1,20,1,3,0,0,-0.25,24,0.143747,1
dingcheng,24,291,1,20,1,3,0,0,-0.25,25,0.139822,0
dingcheng,24,291,1,20,2,3,0,0,-0.25,24,0.499668,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,23,0.8,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,28,0.048827,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,29,0.047494,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,20,0.189601,1
dingcheng,24,291,1,20,4,3,0,0,-0.25,24,0.8,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,30,0.046197,1
dingcheng,24,291,1,20,4,2,0,0,-0.25,24,0.118254,0
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,25,0.10455,0
dingcheng,24,291,1,20,4,3,0,0,-0.25,25,0.8,0
dingcheng,24,291,1,20,4,2,0,0,-0.25,25,0.12,0
dingcheng,24,291,1,20,1,1,0,0,-0.25,31,0.045562,0
dingcheng,24,291,1,20,2,3,0,0,-0.25,25,0.486023,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,21,0.186994,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,24,0.059383,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,21,0.016351,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,26,0.106007,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,22,0.186994,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,22,0.016113,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,23,0.016113,1
dingcheng,24,291,1,20,1,1,0,0,-0.25,32,0.046841,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,23,0.184423,1
dingcheng,24,291,1,20,2,2,0,0,-0.25,25,0.06026,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,24,0.016113,1
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,27,0.108983,0
dingcheng,24,291,1,20,0.5,3,0,0,-0.25,28,0.116793,1
dingcheng,24,291,1,20,4,1,0,0,-0.25,24,0.184423,0
dingcheng,24,291,1,20,4,1,0,0,-0.25,25,0.186994,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,25,0.015879,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,26,0.015879,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,27,0.015879,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,28,0.015879,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,29,0.015648,1
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,30,0.015648,0
dingcheng,24,291,1,20,0.5,2,0,0,-0.25,31,0.015879,1
fangcheng,27,292,1,2000,4,2,0,0,-0.5,1,0.002987,0
fangcheng,27,292,1,2000,0.5,2,0,0,-0.5,1,0.002505,0
fangcheng,27,292,1,2000,2,3,0,0,-0.5,1,0.038058,1
fangcheng,27,292,1,2000,6,2,0,0,-0.5,1,0.005137,0
fangcheng,27,292,1,2000,2,2,0,0,-0.5,1,0.001869,0
fangcheng,27,292,1,2000,2,3,0,0,-0.5,2,0.031353,0
fangcheng,27,292,1,2000,2,3,0,0,-0.5,3,0.040785,0
fangcheng,27,292,1,2000,6,1,0,0,-0.5,1,0.034068,0
fangcheng,27,292,1,2000,0.5,2,0,0,-0.5,2,0.003458,0
fangcheng,27,292,1,2000,4,3,0,0,-0.5,1,0.059269,0
fangcheng,27,292,1,2000,4,3,0,0,-0.5,2,0.08037,0
fangcheng,27,292,1,2000,2,1,0,0,-0.5,1,0.016585,1
fangcheng,27,292,1,2000,1,3,0,0,-0.5,1,0.034068,0
fangcheng,27,292,1,2000,1,3,0,0,-0.5,2,0.046197,0
fangcheng,27,292,1,2000,2,1,0,0,-0.5,2,0.013663,0
fangcheng,27,292,1,2000,6,1,0,0,-0.5,2,0.046197,1
fangcheng,27,292,1,2000,2,1,0,0,-0.5,3,0.017774,1
fangcheng,27,292,1,2000,1,3,0,0,-0.5,3,0.057651,1
fangcheng,27,292,1,2000,4,3,0,0,-0.5,3,0.100297,1
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,1,0.010359,0
fangcheng,27,292,1,2000,6,3,0,0,-0.5,1,0.042515,1
fangcheng,27,292,1,2000,4,2,0,0,-0.5,2,0.004123,0
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,2,0.014047,0
fangcheng,27,292,1,2000,0.5,2,0,0,-0.5,3,0.004372,0
fangcheng,27,292,1,2000,6,2,0,0,-0.5,2,0.007092,0
fangcheng,27,292,1,2000,1,1,0,0,-0.5,1,0.033138,0
fangcheng,27,292,1,2000,6,3,0,0,-0.5,2,0.035025,0
fangcheng,27,292,1,2000,6,3,0,0,-0.5,3,0.045562,1
fangcheng,27,292,1,2000,2,2,0,0,-0.5,2,0.00258,0
fangcheng,27,292,1,2000,1,1,0,0,-0.5,2,0.044935,1
fangcheng,27,292,1,2000,1,3,0,0,-0.5,4,0.053056,0
fangcheng,27,292,1,2000,6,1,0,0,-0.5,3,0.041354,1
fangcheng,27,292,1,2000,6,1,0,0,-0.5,4,0.037535,0
fangcheng,27,292,1,2000,6,1,0,0,-0.5,5,0.04193,0
fangcheng,27,292,1,2000,6,3,0,0,-0.5,4,0.040785,1
fangcheng,27,292,1,2000,6,2,0,0,-0.5,3,0.008966,0
fangcheng,27,292,1,2000,4,3,0,0,-0.5,4,0.092303,0
fangcheng,27,292,1,2000,0.5,2,0,0,-0.5,4,0.00529,0
fangcheng,27,292,1,2000,2,1,0,0,-0.5,4,0.015911,0
fangcheng,27,292,1,2000,6,1,0,0,-0.5,6,0.048827,0
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,3,0.01753,1
fangcheng,27,292,1,2000,0.5,2,0,0,-0.5,5,0.006307,1
fangcheng,27,292,1,2000,2,2,0,0,-0.5,3,0.003261,1
fangcheng,27,292,1,2000,6,1,0,0,-0.5,7,0.060095,1
fangcheng,27,292,1,2000,4,2,0,0,-0.5,3,0.005213,0
fangcheng,27,292,1,2000,2,3,0,0,-0.5,4,0.053795,1
fangcheng,27,292,1,2000,4,2,0,0,-0.5,4,0.006307,1
fangcheng,27,292,1,2000,6,1,0,0,-0.5,8,0.055306,0
fangcheng,27,292,1,2000,2,1,0,0,-0.5,5,0.018528,0
fangcheng,27,292,1,2000,6,2,0,0,-0.5,4,0.010848,0
fangcheng,27,292,1,2000,2,1,0,0,-0.5,6,0.02377,0
fangcheng,27,292,1,2000,1,2,0,0,-0.5,1,0.001869,0
fangcheng,27,292,1,2000,2,2,0,0,-0.5,4,0.002987,0
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,4,0.016132,1
fangcheng,27,292,1,2000,4,3,0,0,-0.5,5,0.10455,1
fangcheng,27,292,1,2000,2,2,0,0,-0.5,5,0.003408,0
fangcheng,27,292,1,2000,6,3,0,0,-0.5,5,0.038058,0
fangcheng,27,292,1,2000,6,1,0,0,-0.5,9,0.062644,1
fangcheng,27,292,1,2000,6,2,0,0,-0.5,5,0.012933,0
fangcheng,27,292,1,2000,1,2,0,0,-0.5,2,0.00258,1
fangcheng,27,292,1,2000,2,1,0,0,-0.5,7,0.029256,0
fangcheng,27,292,1,2000,2,2,0,0,-0.5,6,0.004063,0
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,5,0.015054,0
fangcheng,27,292,1,2000,0.5,1,0,0,-0.5,1,0.084946,0
fangcheng,27,292,1,2000,1,1,0,0,-0.5,3,0.040225,1
fangcheng,27,292,1,2000,2,2,0,0,-0.5,7,0.004774,0
fangcheng,27,292,1,2000,2,1,0,0,-0.5,8,0.035025,1
fangcheng,27,292,1,2000,6,3,0,0,-0.5,6,0.041354,0
fangcheng,27,292,1,2000,1,1,0,0,-0.5,4,0.03651,0
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,6,0.016357,1
fangcheng,27,292,1,2000,0.5,1,0,0,-0.5,2,0.115188,1
fangcheng,27,292,1,2000,0.5,1,0,0,-0.5,3,0.103112,1
fangcheng,27,292,1,2000,2,3,0,0,-0.5,5,0.048156,0
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,7,0.015911,0
fangcheng,27,292,1,2000,6,1,0,0,-0.5,10,0.059269,0
fangcheng,27,292,1,2000,6,2,0,0,-0.5,6,0.014975,0
fangcheng,27,292,1,2000,6,2,0,0,-0.5,7,0.017086,1
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,8,0.016816,1
fangcheng,27,292,1,2000,4,1,0,0,-0.5,1,0.019048,1
fangcheng,27,292,1,2000,1,2,0,0,-0.5,3,0.002294,0
fangcheng,27,292,1,2000,2,2,0,0,-0.5,8,0.005528,1
fangcheng,27,292,1,2000,4,1,0,0,-0.5,2,0.015692,0
fangcheng,27,292,1,2000,2,1,0,0,-0.5,9,0.032682,1
fangcheng,27,292,1,2000,2,3,0,0,-0.5,6,0.056077,1
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,9,0.016357,0
fangcheng,27,292,1,2000,1,1,0,0,-0.5,5,0.040785,1
fangcheng,27,292,1,2000,6,3,0,0,-0.5,7,0.048156,0
fangcheng,27,292,1,2000,6,3,0,0,-0.5,8,0.061783,1
fangcheng,27,292,1,2000,1,3,0,0,-0.5,5,0.060095,1
fangcheng,27,292,1,2000,2,2,0,0,-0.5,9,0.005213,0
fangcheng,27,292,1,2000,1,3,0,0,-0.5,6,0.056858,1
fangcheng,27,292,1,2000,0.5,3,0,0,-0.5,10,0.017289,1
fangcheng,27,292,1,2000,0.5,1,0,0,-0.5,4,0.093589,0
fangcheng,27,292,1,2000,4,3,0,0,-0.5,6,0.098918,0
fangcheng,27,292,1,2000,2,2,0,0,-0.5,10,0.005692,0
fangcheng,27,292,1,2000,4,2,0,0,-0.5,5,0.005862,0
fangcheng,27,292,1,2000,4,2,0,0,-0.5,6,0.006591,0
fangcheng,27,292,1,2000,0.5,1,0,0,-0.5,5,0.10455,1
fangcheng,27,292,1,2000,1,2,0,0,-0.5,4,0.002735,0
