observer,age,session_id,repetition,luminance,frequency,color_direction,alpha,beta,size_ge,trial,contrast,response
mj,34,341,1,20,1,2,0,0,-0.5,3,0.008,1
mj,34,341,1,20,1,2,0,0,-0.5,4,0.008,1
mj,34,341,1,20,0.5,1,0,0,-0.5,2,0.054798,1
mj,34,341,1,20,0.5,3,0,0,-0.5,1,0.020838,1
mj,34,341,1,20,0.5,1,0,0,-0.5,3,0.043968,1
mj,34,341,1,20,0.5,1,0,0,-0.5,4,0.037365,1
mj,34,341,1,20,1,3,0,0,-0.5,2,0.023826,0
mj,34,341,1,20,1,1,0,0,-0.5,2,0.030269,1
mj,34,341,1,20,0.5,1,0,0,-0.5,5,0.032678,0
mj,34,341,1,20,0.5,1,0,0,-0.5,6,0.038087,1
mj,34,341,1,20,0.5,1,0,0,-0.5,7,0.035961,1
mj,34,341,1,20,0.5,3,0,0,-0.5,2,0.014622,0
mj,34,341,1,20,1,3,0,0,-0.5,3,0.038087,1
mj,34,341,1,20,1,1,0,0,-0.5,3,0.024287,1
mj,34,341,1,20,0.5,3,0,0,-0.5,3,0.023374,0
mj,34,341,1,20,0.5,3,0,0,-0.5,4,0.038453,1
mj,34,341,1,20,0.5,1,0,0,-0.5,8,0.03461,0
mj,34,341,1,20,1,2,0,0,-0.5,5,0.008,1
mj,34,341,1,20,0.5,2,0,0,-0.5,4,0.008,0
mj,34,341,1,20,1,2,0,0,-0.5,6,0.008,1
mj,34,341,1,20,0.5,3,0,0,-0.5,5,0.031151,1
mj,34,341,1,20,0.5,2,0,0,-0.5,5,0.008,1
mj,34,341,1,20,1,2,0,0,-0.5,7,0.008,1
mj,34,341,1,20,0.5,1,0,0,-0.5,9,0.036307,0
mj,34,341,1,20,1,2,0,0,-0.5,8,0.008,1
mj,34,341,1,20,0.5,3,0,0,-0.5,6,0.026727,0
mj,34,341,1,20,1,1,0,0,-0.5,4,0.020639,1
mj,34,341,1,20,1,3,0,0,-0.5,4,0.030854,1
mj,34,341,1,20,0.5,1,0,0,-0.5,10,0.039197,1
mj,34,341,1,20,0.5,1,0,0,-0.5,11,0.037724,1
mj,34,341,1,20,0.5,2,0,0,-0.5,6,0.008,1
mj,34,341,1,20,0.5,1,0,0,-0.5,12,0.037009,0
mj,34,341,1,20,0.5,3,0,0,-0.5,7,0.032367,0
mj,34,341,1,20,0.5,2,0,0,-0.5,7,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,5,0.027505,1
mj,34,341,1,20,0.5,2,0,0,-0.5,8,0.008,1
mj,34,341,1,20,0.5,3,0,0,-0.5,8,0.042316,1
mj,34,341,1,20,1,3,0,0,-0.5,6,0.024756,0
mj,34,341,1,20,0.5,1,0,0,-0.5,13,0.038087,0
mj,34,341,1,20,1,3,0,0,-0.5,7,0.02777,0
mj,34,341,1,20,0.5,3,0,0,-0.5,9,0.037009,1
mj,34,341,1,20,1,2,0,0,-0.5,9,0.008,1
mj,34,341,1,20,1,1,0,0,-0.5,5,0.01805,0
mj,34,341,1,20,0.5,3,0,0,-0.5,10,0.03461,1
mj,34,341,1,20,0.5,3,0,0,-0.5,11,0.032992,1
mj,34,341,1,20,0.5,2,0,0,-0.5,9,0.008,1
mj,34,341,1,20,0.5,1,0,0,-0.5,14,0.041913,1
mj,34,341,1,20,1,1,0,0,-0.5,6,0.021038,0
mj,34,341,1,20,1,2,0,0,-0.5,10,0.008,0
mj,34,341,1,20,0.5,3,0,0,-0.5,12,0.031151,1
mj,34,341,1,20,0.5,1,0,0,-0.5,15,0.039574,1
mj,34,341,1,20,1,1,0,0,-0.5,7,0.025478,1
mj,34,341,1,20,0.5,1,0,0,-0.5,16,0.038453,1
mj,34,341,1,20,1,1,0,0,-0.5,8,0.023374,1
mj,34,341,1,20,0.5,2,0,0,-0.5,10,0.008,1
mj,34,341,1,20,0.5,2,0,0,-0.5,11,0.008,1
mj,34,341,1,20,1,2,0,0,-0.5,11,0.008,1
mj,34,341,1,20,1,1,0,0,-0.5,9,0.022282,1
mj,34,341,1,20,0.5,1,0,0,-0.5,17,0.038087,0
mj,34,341,1,20,1,1,0,0,-0.5,10,0.021445,0
mj,34,341,1,20,0.5,2,0,0,-0.5,12,0.008,1
mj,34,341,1,20,0.5,1,0,0,-0.5,18,0.039197,0
mj,34,341,1,20,1,3,0,0,-0.5,8,0.032058,1
mj,34,341,1,20,0.5,3,0,0,-0.5,13,0.029695,1
mj,34,341,1,20,0.5,3,0,0,-0.5,14,0.028307,1
mj,34,341,1,20,0.5,1,0,0,-0.5,19,0.041514,0
mj,34,341,1,20,1,2,0,0,-0.5,12,0.008,1
mj,34,341,1,20,0.5,3,0,0,-0.5,15,0.027243,1
mj,34,341,1,20,1,3,0,0,-0.5,9,0.02998,0
mj,34,341,1,20,0.5,1,0,0,-0.5,20,0.048851,1
mj,34,341,1,20,1,3,0,0,-0.5,10,0.032678,0
mj,34,341,1,20,1,2,0,0,-0.5,13,0.008,1
mj,34,341,1,20,0.5,3,0,0,-0.5,16,0.02622,1
mj,34,341,1,20,0.5,3,0,0,-0.5,17,0.024055,1
mj,34,341,1,20,0.5,2,0,0,-0.5,13,0.008,1
mj,34,341,1,20,1,1,0,0,-0.5,11,0.022496,1
mj,34,341,1,20,1,1,0,0,-0.5,12,0.02207,0
mj,34,341,1,20,0.5,2,0,0,-0.5,14,0.008,1
mj,34,341,1,20,0.5,3,0,0,-0.5,18,0.021445,0
mj,34,341,1,20,1,3,0,0,-0.5,11,0.043134,0
mj,34,341,1,20,1,1,0,0,-0.5,13,0.022713,0
mj,34,341,1,20,1,3,0,0,-0.5,12,0.068295,0
mj,34,341,1,20,1,1,0,0,-0.5,14,0.024055,1
mj,34,341,1,20,1,2,0,0,-0.5,14,0.008,1
mj,34,341,1,20,0.5,3,0,0,-0.5,19,0.025478,1
mj,34,341,1,20,1,2,0,0,-0.5,15,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,13,0.099205,1
mj,34,341,1,20,0.5,3,0,0,-0.5,20,0.024287,1
mj,34,341,1,20,0.5,2,0,0,-0.5,15,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,14,0.085116,1
mj,34,341,1,20,0.5,1,0,0,-0.5,21,0.044818,1
mj,34,341,1,20,1,1,0,0,-0.5,15,0.023374,0
mj,34,341,1,20,0.5,2,0,0,-0.5,16,0.008,1
mj,34,341,1,20,1,1,0,0,-0.5,16,0.024756,0
mj,34,341,1,20,1,1,0,0,-0.5,17,0.029695,0
mj,34,341,1,20,1,3,0,0,-0.5,15,0.076609,1
mj,34,341,1,20,0.5,3,0,0,-0.5,21,0.023374,1
mj,34,341,1,20,0.5,1,0,0,-0.5,22,0.042724,1
mj,34,341,1,20,0.5,3,0,0,-0.5,22,0.022282,0
mj,34,341,1,20,1,2,0,0,-0.5,16,0.008,1
mj,34,341,1,20,0.5,1,0,0,-0.5,23,0.041913,1
mj,34,341,1,20,1,2,0,0,-0.5,17,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,16,0.070285,1
mj,34,341,1,20,1,2,0,0,-0.5,18,0.008,1
mj,34,341,1,20,1,2,0,0,-0.5,19,0.008,1
mj,34,341,1,20,0.5,2,0,0,-0.5,17,0.008,1
mj,34,341,1,20,0.5,2,0,0,-0.5,18,0.008,1
mj,34,341,1,20,1,2,0,0,-0.5,20,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,17,0.06326,1
mj,34,341,1,20,0.5,3,0,0,-0.5,23,0.023826,1
mj,34,341,1,20,0.5,3,0,0,-0.5,24,0.023599,0
mj,34,341,1,20,1,2,0,0,-0.5,21,0.008,1
mj,34,341,1,20,1,2,0,0,-0.5,22,0.008,1
mj,34,341,1,20,0.5,3,0,0,-0.5,25,0.024055,0
mj,34,341,1,20,0.5,2,0,0,-0.5,19,0.008,1
mj,34,341,1,20,1,2,0,0,-0.5,23,0.008,1
mj,34,341,1,20,1,2,0,0,-0.5,24,0.008,1
mj,34,341,1,20,0.5,1,0,0,-0.5,24,0.041118,0
mj,34,341,1,20,1,2,0,0,-0.5,25,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,18,0.055325,1
mj,34,341,1,20,1,3,0,0,-0.5,19,0.048851,1
mj,34,341,1,20,0.5,1,0,0,-0.5,25,0.042316,0
mj,34,341,1,20,1,1,0,0,-0.5,18,0.042316,1
mj,34,341,1,20,0.5,2,0,0,-0.5,20,0.008,1
mj,34,341,1,20,0.5,2,0,0,-0.5,21,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,20,0.043549,1
mj,34,341,1,20,0.5,2,0,0,-0.5,22,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,21,0.038823,1
mj,34,341,1,20,0.5,2,0,0,-0.5,23,0.008,1
mj,34,341,1,20,0.5,1,0,0,-0.5,26,0.043968,0
mj,34,341,1,20,1,3,0,0,-0.5,22,0.035279,0
mj,34,341,1,20,0.5,1,0,0,-0.5,27,0.048386,1
mj,34,341,1,20,1,1,0,0,-0.5,19,0.035961,1
mj,34,341,1,20,0.5,2,0,0,-0.5,24,0.008,1
mj,34,341,1,20,0.5,2,0,0,-0.5,25,0.008,1
mj,34,341,1,20,1,3,0,0,-0.5,23,0.041118,1
mj,34,341,1,20,1,1,0,0,-0.5,20,0.032058,1
mj,34,341,1,20,1,1,0,0,-0.5,21,0.029695,1
mj,34,341,1,20,0.5,1,0,0,-0.5,28,0.045685,1
mj,34,341,1,20,1,1,0,0,-0.5,22,0.02777,1
mj,34,341,1,20,1,3,0,0,-0.5,24,0.038087,1
mj,34,341,1,20,0.5,1,0,0,-0.5,29,0.044391,1
mj,34,341,1,20,1,1,0,0,-0.5,23,0.02597,1
mj,34,341,1,20,1,3,0,0,-0.5,25,0.036656,1
mj,34,341,1,20,1,1,0,0,-0.5,24,0.024994,0
mj,34,341,1,20,1,1,0,0,-0.5,25,0.026472,1
mj,34,342,1,200,1,3,0,0,-0.5,7,0.020132,1
mj,34,342,1,200,2,3,0,0,-0.5,7,0.176921,1
mj,34,342,1,200,2,3,0,0,-0.5,8,0.125164,1
mj,34,342,1,200,1,3,0,0,-0.5,8,0.018528,1
mj,34,342,1,200,2,3,0,0,-0.5,9,0.098918,1
mj,34,342,1,200,1,1,0,0,-0.5,7,0.030922,1
mj,34,342,1,200,1,3,0,0,-0.5,9,0.017774,1
mj,34,342,1,200,1,1,0,0,-0.5,8,0.025474,1
mj,34,342,1,200,2,1,0,0,-0.5,7,0.022803,1
mj,34,342,1,200,2,3,0,0,-0.5,10,0.08613,1
mj,34,342,1,200,1,3,0,0,-0.5,10,0.017051,1
mj,34,342,1,200,1,2,0,0,-0.5,7,0.005137,1
mj,34,342,1,200,2,3,0,0,-0.5,11,0.079265,1
mj,34,342,1,200,1,1,0,0,-0.5,9,0.017051,0
mj,34,342,1,200,2,1,0,0,-0.5,8,0.016585,0
mj,34,342,1,200,2,1,0,0,-0.5,9,0.025124,1
mj,34,342,1,200,1,2,0,0,-0.5,8,0.004309,1
mj,34,342,1,200,2,2,0,0,-0.5,7,0.013917,1
mj,34,342,1,200,1,1,0,0,-0.5,10,0.029664,1
mj,34,342,1,200,2,3,0,0,-0.5,12,0.072947,0
mj,34,342,1,200,1,2,0,0,-0.5,9,0.003458,0
mj,34,342,1,200,1,3,0,0,-0.5,11,0.015476,1
mj,34,342,1,200,1,2,0,0,-0.5,10,0.004569,0
mj,34,342,1,200,1,1,0,0,-0.5,11,0.025124,1
mj,34,342,1,200,1,2,0,0,-0.5,11,0.005528,1
mj,34,342,1,200,2,3,0,0,-0.5,13,0.08149,1
mj,34,342,1,200,1,3,0,0,-0.5,12,0.012401,1
mj,34,342,1,200,1,2,0,0,-0.5,12,0.005137,1
mj,34,342,1,200,1,3,0,0,-0.5,13,0.009666,1
mj,34,342,1,200,1,1,0,0,-0.5,12,0.020413,1
mj,34,342,1,200,2,1,0,0,-0.5,10,0.02249,1
mj,34,342,1,200,1,2,0,0,-0.5,13,0.004989,1
mj,34,342,1,200,2,3,0,0,-0.5,14,0.079265,1
mj,34,342,1,200,2,3,0,0,-0.5,15,0.078175,0
mj,34,342,1,200,2,2,0,0,-0.5,8,0.011672,1
mj,34,342,1,200,2,1,0,0,-0.5,11,0.020697,1
mj,34,342,1,200,1,1,0,0,-0.5,13,0.016357,0
mj,34,342,1,200,1,3,0,0,-0.5,14,0.007854,1
mj,34,342,1,200,2,2,0,0,-0.5,9,0.008966,1
mj,34,342,1,200,1,2,0,0,-0.5,14,0.004845,1
mj,34,342,1,200,2,2,0,0,-0.5,10,0.005609,1
mj,34,342,1,200,2,2,0,0,-0.5,11,0.003408,1
mj,34,342,1,200,2,3,0,0,-0.5,16,0.08037,1
mj,34,342,1,200,2,3,0,0,-0.5,17,0.079265,1
mj,34,342,1,200,1,2,0,0,-0.5,15,0.004569,1
mj,34,342,1,200,2,1,0,0,-0.5,12,0.018528,1
mj,34,342,1,200,1,1,0,0,-0.5,14,0.020986,0
mj,34,342,1,200,2,1,0,0,-0.5,13,0.014441,0
mj,34,342,1,200,1,1,0,0,-0.5,15,0.026554,1
mj,34,342,1,200,2,3,0,0,-0.5,18,0.079265,1
mj,34,342,1,200,2,3,0,0,-0.5,19,0.079265,1
mj,34,342,1,200,2,3,0,0,-0.5,20,0.079265,1
mj,34,342,1,200,1,1,0,0,-0.5,16,0.02377,0
mj,34,342,1,200,2,1,0,0,-0.5,14,0.019855,1
mj,34,342,1,200,2,3,0,0,-0.5,21,0.079265,1
mj,34,342,1,200,1,2,0,0,-0.5,16,0.004246,1
mj,34,342,1,200,2,2,0,0,-0.5,12,0.002294,0
mj,34,342,1,200,2,3,0,0,-0.5,22,0.079265,1
mj,34,342,1,200,1,2,0,0,-0.5,17,0.004004,1
mj,34,342,1,200,1,2,0,0,-0.5,18,0.003832,1
mj,34,342,1,200,1,2,0,0,-0.5,19,0.003614,1
mj,34,342,1,200,2,2,0,0,-0.5,13,0.003946,0
mj,34,342,1,200,1,1,0,0,-0.5,17,0.0273,1
mj,34,342,1,200,2,2,0,0,-0.5,14,0.007411,1
mj,34,342,1,200,1,3,0,0,-0.5,15,0.006744,0
mj,34,342,1,200,1,3,0,0,-0.5,16,0.008301,0
mj,34,342,1,200,2,2,0,0,-0.5,15,0.005528,0
mj,34,342,1,200,1,2,0,0,-0.5,20,0.003076,1
mj,34,342,1,200,2,2,0,0,-0.5,16,0.008835,1
mj,34,342,1,200,2,2,0,0,-0.5,17,0.007092,1
mj,34,342,1,200,1,3,0,0,-0.5,17,0.010949,1
mj,34,342,1,200,2,3,0,0,-0.5,23,0.079265,1
mj,34,342,1,200,2,2,0,0,-0.5,18,0.006125,0
mj,34,342,1,200,1,3,0,0,-0.5,18,0.009666,0
mj,34,342,1,200,1,2,0,0,-0.5,21,0.002261,1
mj,34,342,1,200,2,2,0,0,-0.5,19,0.007411,1
mj,34,342,1,200,1,3,0,0,-0.5,19,0.012063,1
mj,34,342,1,200,1,2,0,0,-0.5,22,0.00159,1
mj,34,342,1,200,1,1,0,0,-0.5,18,0.025474,1
mj,34,342,1,200,2,1,0,0,-0.5,15,0.018528,1
mj,34,342,1,200,1,1,0,0,-0.5,19,0.024778,1
mj,34,342,1,200,1,2,0,0,-0.5,23,0.001169,0
mj,34,342,1,200,1,3,0,0,-0.5,20,0.010798,0
mj,34,342,1,200,1,2,0,0,-0.5,24,0.001762,1
mj,34,342,1,200,1,2,0,0,-0.5,25,0.001478,1
mj,34,342,1,200,2,3,0,0,-0.5,24,0.079265,1
mj,34,342,1,200,2,1,0,0,-0.5,16,0.017051,1
mj,34,342,1,200,1,2,0,0,-0.5,26,0.001334,1
mj,34,342,1,200,1,2,0,0,-0.5,27,0.001222,0
mj,34,342,1,200,2,3,0,0,-0.5,25,0.079265,1
mj,34,342,1,200,2,1,0,0,-0.5,17,0.015263,0
mj,34,342,1,200,1,3,0,0,-0.5,21,0.012927,0
mj,34,342,1,200,1,1,0,0,-0.5,20,0.024102,1
mj,34,342,1,200,1,2,0,0,-0.5,28,0.001354,1
mj,34,342,1,200,1,1,0,0,-0.5,21,0.02377,1
mj,34,342,1,200,1,1,0,0,-0.5,22,0.022803,0
mj,34,342,1,200,2,3,0,0,-0.5,26,0.079265,0
mj,34,342,1,200,2,2,0,0,-0.5,20,0.006787,1
mj,34,342,1,200,1,1,0,0,-0.5,23,0.024102,1
mj,34,342,1,200,2,3,0,0,-0.5,27,0.079265,0
mj,34,342,1,200,2,3,0,0,-0.5,28,0.079265,1
mj,34,342,1,200,1,1,0,0,-0.5,24,0.02377,1
mj,34,342,1,200,1,3,0,0,-0.5,22,0.016585,1
mj,34,342,1,200,1,3,0,0,-0.5,23,0.015054,1
mj,34,342,1,200,2,1,0,0,-0.5,18,0.01753,0
mj,34,342,1,200,1,1,0,0,-0.5,25,0.02377,0
mj,34,342,1,200,2,2,0,0,-0.5,21,0.006495,1
mj,34,342,1,200,2,2,0,0,-0.5,22,0.006307,0
mj,34,342,1,200,2,1,0,0,-0.5,19,0.019048,1
mj,34,342,1,200,2,2,0,0,-0.5,23,0.006591,0
mj,34,342,1,200,1,3,0,0,-0.5,24,0.013663,1
mj,34,342,1,200,2,1,0,0,-0.5,20,0.018273,1
mj,34,342,1,200,2,2,0,0,-0.5,24,0.006989,1
mj,34,342,1,200,1,3,0,0,-0.5,25,0.012574,1
mj,34,342,1,200,2,2,0,0,-0.5,25,0.006787,1
mj,34,342,1,200,2,1,0,0,-0.5,21,0.018022,1
mj,34,342,1,200,1,3,0,0,-0.5,26,0.011733,0
mj,34,342,1,200,1,3,0,0,-0.5,27,0.013107,0
mj,34,342,1,200,1,3,0,0,-0.5,28,0.014642,0
mj,34,342,1,200,2,1,0,0,-0.5,22,0.017774,1
mj,34,342,1,200,2,1,0,0,-0.5,23,0.01753,1
mj,34,342,1,200,1,3,0,0,-0.5,29,0.016585,0
mj,34,342,1,200,2,1,0,0,-0.5,24,0.017289,1
mj,34,342,1,200,2,1,0,0,-0.5,25,0.017051,1
mj,34,342,1,200,2,1,0,0,-0.5,26,0.016816,1
mj,34,342,1,200,1,3,0,0,-0.5,30,0.017774,0
mj,34,342,1,200,1,3,0,0,-0.5,31,0.018528,0
mj,34,342,1,200,1,3,0,0,-0.5,32,0.020413,1
mj,34,342,1,200,2,1,0,0,-0.5,27,0.016357,0
mj,34,342,1,200,2,1,0,0,-0.5,28,0.016816,1
mj,34,342,1,200,1,3,0,0,-0.5,33,0.019313,1
mj,34,342,1,200,1,3,0,0,-0.5,34,0.018786,1
mj,34,342,1,200,1,3,0,0,-0.5,35,0.018528,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,1,0.004569,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,2,0.002656,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,3,0.001687,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,1,0.094894,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,2,0.056858,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,1,0.04193,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,3,0.037019,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,4,0.002987,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,4,0.025829,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,5,0.040785,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,6,0.0336,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,2,0.025124,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,3,0.016357,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,5,0.002363,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,6,0.00204,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,7,0.030077,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,8,0.0273,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,7,0.002469,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,8,0.003408,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,4,0.011572,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,9,0.024102,0
mj,34,343,1,2000,0.5,3,0,0,-0.5,5,0.008417,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,10,0.028066,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,9,0.002817,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,11,0.026924,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,12,0.028457,0
mj,34,343,1,2000,0.5,3,0,0,-0.5,6,0.006381,0
mj,34,343,1,2000,0.5,3,0,0,-0.5,7,0.009145,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,13,0.031353,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,10,0.002618,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,14,0.036008,0
mj,34,343,1,2000,0.5,3,0,0,-0.5,8,0.013107,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,11,0.002943,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,12,0.002776,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,9,0.019855,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,15,0.048156,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,13,0.002696,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,10,0.016357,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,14,0.002656,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,11,0.02249,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,12,0.019313,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,13,0.017774,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,15,0.002618,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,16,0.00258,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,16,0.040785,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,17,0.038058,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,18,0.043108,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,19,0.040225,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,14,0.016816,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,20,0.039126,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,21,0.040785,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,22,0.040225,0
mj,34,343,1,2000,0.5,3,0,0,-0.5,15,0.018273,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,23,0.041354,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,17,0.002505,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,16,0.020413,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,18,0.002397,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,24,0.040785,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,17,0.0273,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,25,0.040785,0
mj,34,343,1,2000,0.5,3,0,0,-0.5,18,0.023121,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,26,0.041354,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,19,0.002261,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,20,0.002164,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,27,0.046841,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,28,0.069018,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,29,0.055306,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,21,0.002101,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,22,0.002011,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,23,0.002132,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,19,0.030922,1
mj,34,343,1,2000,0.5,2,0,0,-0.5,24,0.002101,0
mj,34,343,1,2000,0.5,2,0,0,-0.5,25,0.002164,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,30,0.050198,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,20,0.026189,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,21,0.024438,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,22,0.023444,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,23,0.02249,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,24,0.021278,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,31,0.046841,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,25,0.020413,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,26,0.019582,1
mj,34,343,1,2000,0.5,1,0,0,-0.5,32,0.044318,0
mj,34,343,1,2000,0.5,1,0,0,-0.5,33,0.048827,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,27,0.019048,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,28,0.018786,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,29,0.018528,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,30,0.018273,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,31,0.017774,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,32,0.01753,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,33,0.017289,1
mj,34,343,1,2000,0.5,3,0,0,-0.5,34,0.017051,0
mj,34,343,1,2000,0.5,3,0,0,-0.5,35,0.01753,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,1,0.037535,1
mj,34,343,1,7000,0.5,1,0,0,-0.5,1,0.035513,0
mj,34,343,1,7000,0.5,2,0,0,-0.5,1,0.003667,0
mj,34,343,1,7000,0.5,3,0,0,-0.5,2,0.02249,1
mj,34,343,1,7000,0.5,2,0,0,-0.5,2,0.00858,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,3,0.014642,0
mj,34,343,1,7000,0.5,2,0,0,-0.5,3,0.006125,0
mj,34,343,1,7000,0.5,2,0,0,-0.5,4,0.009648,0
mj,34,343,1,7000,0.5,3,0,0,-0.5,4,0.025124,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,5,0.020132,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,6,0.01753,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,7,0.015476,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,8,0.013475,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,9,0.01065,1
mj,34,343,1,7000,0.5,1,0,0,-0.5,2,0.079265,0
mj,34,343,1,7000,0.5,2,0,0,-0.5,5,0.017086,1
mj,34,343,1,7000,0.5,1,0,0,-0.5,3,0.141771,0
mj,34,343,1,7000,0.5,2,0,0,-0.5,6,0.013318,1
mj,34,343,1,7000,0.5,1,0,0,-0.5,4,0.226984,1
mj,34,343,1,7000,0.5,1,0,0,-0.5,5,0.186994,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,10,0.007963,0
mj,34,343,1,7000,0.5,2,0,0,-0.5,7,0.01117,1
mj,34,343,1,7000,0.5,2,0,0,-0.5,8,0.00979,1
mj,34,343,1,7000,0.5,2,0,0,-0.5,9,0.008455,1
mj,34,343,1,7000,0.5,1,0,0,-0.5,6,0.16282,1
mj,34,343,1,7000,0.5,2,0,0,-0.5,10,0.00752,1
mj,34,343,1,7000,0.5,2,0,0,-0.5,11,0.006787,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,11,0.011572,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,12,0.009938,1
mj,34,343,1,7000,0.5,1,0,0,-0.5,7,0.145751,1
mj,34,343,1,7000,0.5,3,0,0,-0.5,13,0.00902,0
mj,34,343,1,7000,0.5,2,0,0,-0.5,12,0.006215,0
mj,34,343,1,7000,0.5,3,0,0,-0.5,14,0.010217,0
mj,34,343,1,7000,0.5,2,0,0,-0.5,13,0.006887,1
mj,34,343,1,7000,0.5,2,0,0,-0.5,14,0.006591,0
